,SD,SGG,NAME_AD,CODE,CODE_AD,ALL,0_4,5_9,10_14,15_19,20_24,25_29,30_34,35_39,40_44,45_49,50_54,55_59,60_64,65_69,70_74,75_79,80_84,85_89,90_94,95_99,100_,YEAR
351,서울특별시,서초구,방배2동,1122063,1165061000,22340.0,708.0,726.0,833.0,1080.0,1459.0,1864.0,1764.0,1755.0,1610.0,1800.0,1723.0,1849.0,1739.0,1169.0,993.0,667.0,333.0,162.0,67.0,28.0,11.0,2018
352,서울특별시,서초구,방배3동,1122064,1165062000,22137.0,634.0,763.0,862.0,1318.0,1461.0,1645.0,1545.0,1517.0,1523.0,1936.0,1794.0,1924.0,1808.0,1243.0,932.0,612.0,335.0,163.0,91.0,27.0,4.0,2018
353,서울특별시,서초구,방배4동,1122065,1165062100,24107.0,815.0,960.0,1282.0,1542.0,1560.0,1711.0,1756.0,2012.0,1998.0,2484.0,1864.0,1641.0,1326.0,989.0,905.0,664.0,351.0,165.0,52.0,20.0,10.0,2018
354,서울특별시,서초구,양재1동,1122066,1165065100,46332.0,2006.0,3188.0,2200.0,1949.0,2587.0,3136.0,3364.0,4548.0,4108.0,3819.0,3122.0,3292.0,3049.0,2179.0,1649.0,1016.0,593.0,335.0,149.0,36.0,7.0,2018
355,서울특별시,서초구,양재2동,1122067,1165065200,23757.0,908.0,891.0,831.0,941.0,1371.0,2207.0,2462.0,2551.0,1918.0,2141.0,1730.0,1730.0,1450.0,973.0,736.0,486.0,237.0,116.0,53.0,18.0,7.0,2018
356,서울특별시,서초구,내곡동,1122068,1165066000,18616.0,1167.0,1277.0,640.0,614.0,950.0,1098.0,1191.0,2058.0,1596.0,1316.0,1123.0,1388.0,1369.0,964.0,797.0,532.0,303.0,157.0,53.0,14.0,9.0,2018
357,서울특별시,강남구,신사동,1123051,1168051000,17564.0,473.0,652.0,845.0,972.0,1117.0,1337.0,1305.0,1413.0,1466.0,1779.0,1292.0,1111.0,980.0,832.0,792.0,594.0,366.0,153.0,64.0,14.0,7.0,2018
358,서울특별시,강남구,논현1동,1123052,1168052100,23460.0,473.0,376.0,415.0,625.0,1507.0,3163.0,3152.0,3017.0,2011.0,1803.0,1407.0,1456.0,1330.0,944.0,751.0,521.0,285.0,135.0,54.0,18.0,17.0,2018
359,서울특별시,강남구,논현2동,1123053,1168053100,22007.0,711.0,626.0,595.0,824.0,1303.0,2201.0,2379.0,2539.0,1874.0,1939.0,1446.0,1384.0,1279.0,982.0,850.0,543.0,282.0,152.0,56.0,22.0,20.0,2018
360,서울특별시,강남구,압구정동,1123077,1168054500,27994.0,1014.0,1457.0,1432.0,1562.0,1627.0,1670.0,1636.0,2269.0,2418.0,2748.0,2072.0,1727.0,1680.0,1467.0,1325.0,948.0,534.0,236.0,116.0,41.0,15.0,2018
361,서울특별시,강남구,청담동,1123078,1168056500,29936.0,1114.0,1356.0,1183.0,1518.0,1961.0,2282.0,2332.0,2763.0,2502.0,2737.0,2334.0,2138.0,1867.0,1352.0,1087.0,685.0,387.0,183.0,106.0,29.0,20.0,2018
362,서울특별시,강남구,삼성1동,1123058,1168058000,14899.0,511.0,517.0,628.0,886.0,1047.0,1119.0,1070.0,1218.0,1131.0,1373.0,1226.0,1155.0,1014.0,716.0,575.0,388.0,163.0,95.0,48.0,15.0,4.0,2018
363,서울특별시,강남구,삼성2동,1123059,1168059000,30252.0,1134.0,1488.0,1784.0,1682.0,1783.0,2178.0,2447.0,3149.0,3104.0,3272.0,2183.0,1570.0,1338.0,1066.0,901.0,643.0,307.0,140.0,51.0,22.0,10.0,2018
364,서울특별시,강남구,대치1동,1123060,1168060000,25526.0,521.0,1505.0,2832.0,2847.0,1704.0,1028.0,661.0,1210.0,2532.0,3741.0,2313.0,1414.0,1026.0,848.0,606.0,372.0,216.0,90.0,36.0,10.0,14.0,2018
365,서울특별시,강남구,대치2동,1123079,1168061000,39991.0,696.0,1366.0,2736.0,4171.0,3213.0,2537.0,1810.0,1871.0,2860.0,5005.0,4049.0,3106.0,2400.0,1630.0,1182.0,663.0,374.0,189.0,86.0,28.0,19.0,2018
366,서울특별시,강남구,대치4동,1123063,1168063000,20965.0,365.0,483.0,909.0,1863.0,1646.0,1892.0,1782.0,1837.0,1750.0,2580.0,1879.0,1260.0,864.0,619.0,574.0,370.0,172.0,84.0,19.0,8.0,9.0,2018
367,서울특별시,강남구,역삼1동,1123064,1168064000,35865.0,707.0,551.0,580.0,969.0,2395.0,5229.0,5397.0,4923.0,3020.0,2714.0,2161.0,2076.0,1760.0,1167.0,946.0,681.0,342.0,143.0,62.0,20.0,22.0,2018
368,서울특별시,강남구,역삼2동,1123065,1168065000,36477.0,1339.0,1837.0,2603.0,2776.0,2135.0,2355.0,2442.0,3225.0,3854.0,4646.0,2763.0,1743.0,1409.0,1130.0,997.0,625.0,340.0,156.0,59.0,26.0,17.0,2018
369,서울특별시,강남구,도곡1동,1123066,1168065500,22675.0,757.0,1159.0,1136.0,1290.0,1518.0,1773.0,1602.0,1906.0,1831.0,2075.0,1851.0,1659.0,1486.0,960.0,726.0,456.0,259.0,145.0,59.0,19.0,8.0,2018
370,서울특별시,강남구,도곡2동,1123067,1168065600,34586.0,1094.0,1849.0,2261.0,2696.0,2351.0,1957.0,1755.0,2326.0,2916.0,3824.0,3060.0,2312.0,1999.0,1520.0,1166.0,715.0,416.0,218.0,102.0,34.0,15.0,2018
371,서울특별시,강남구,개포1동,1123068,1168066000,7771.0,160.0,267.0,324.0,405.0,516.0,508.0,400.0,458.0,491.0,616.0,652.0,707.0,733.0,574.0,421.0,268.0,141.0,62.0,41.0,18.0,9.0,2018
372,서울특별시,강남구,개포2동,1123080,1168067000,13829.0,310.0,483.0,698.0,1118.0,1154.0,865.0,693.0,791.0,880.0,1356.0,1425.0,1202.0,1055.0,756.0,474.0,266.0,161.0,83.0,36.0,15.0,8.0,2018
373,서울특별시,강남구,개포4동,1123071,1168069000,18773.0,602.0,638.0,791.0,1069.0,1379.0,1398.0,1447.0,1557.0,1402.0,1838.0,1619.0,1563.0,1359.0,793.0,599.0,353.0,198.0,97.0,51.0,15.0,5.0,2018
374,서울특별시,강남구,세곡동,1123076,1168070000,45241.0,2125.0,3357.0,2297.0,2113.0,2476.0,3002.0,3150.0,4694.0,4010.0,3574.0,3001.0,3003.0,2685.0,1843.0,1481.0,1045.0,720.0,433.0,170.0,56.0,6.0,2018
375,서울특별시,강남구,일원본동,1123072,1168072000,24750.0,858.0,1499.0,1802.0,1821.0,1501.0,1269.0,1391.0,1860.0,2129.0,2679.0,2057.0,1709.0,1677.0,1020.0,590.0,370.0,240.0,193.0,66.0,14.0,5.0,2018
376,서울특별시,강남구,일원1동,1123073,1168073000,16940.0,427.0,506.0,573.0,855.0,1133.0,1410.0,1232.0,1312.0,1107.0,1270.0,1354.0,1452.0,1438.0,1002.0,785.0,510.0,320.0,155.0,80.0,15.0,4.0,2018
377,서울특별시,강남구,일원2동,1123074,1168074000,16527.0,539.0,552.0,722.0,987.0,972.0,924.0,1119.0,1394.0,1291.0,1524.0,1289.0,1248.0,1285.0,1003.0,775.0,473.0,228.0,142.0,41.0,14.0,5.0,2018
378,서울특별시,강남구,수서동,1123075,1168075000,16336.0,508.0,280.0,269.0,501.0,828.0,1105.0,1376.0,1381.0,925.0,874.0,1085.0,1565.0,1828.0,1387.0,997.0,652.0,414.0,220.0,109.0,27.0,5.0,2018
379,서울특별시,송파구,풍납1동,1124051,1171051000,15440.0,466.0,405.0,476.0,642.0,958.0,1026.0,1186.0,1220.0,1031.0,1296.0,1250.0,1455.0,1409.0,932.0,707.0,526.0,276.0,124.0,32.0,16.0,7.0,2018
380,서울특별시,송파구,풍납2동,1124052,1171052000,24939.0,943.0,1124.0,1007.0,1187.0,1665.0,2104.0,2021.0,2248.0,2001.0,2076.0,1828.0,1834.0,1812.0,1133.0,836.0,562.0,300.0,174.0,61.0,16.0,7.0,2018
381,서울특별시,송파구,거여1동,1124053,1171053100,13232.0,308.0,443.0,523.0,720.0,926.0,957.0,815.0,871.0,952.0,1229.0,1180.0,1245.0,1042.0,715.0,587.0,381.0,193.0,100.0,31.0,11.0,3.0,2018
382,서울특별시,송파구,거여2동,1124054,1171053200,17222.0,551.0,616.0,704.0,919.0,959.0,985.0,1045.0,1377.0,1251.0,1739.0,1451.0,1469.0,1287.0,958.0,799.0,560.0,303.0,154.0,65.0,15.0,15.0,2018
383,서울특별시,송파구,마천1동,1124055,1171054000,21141.0,498.0,853.0,833.0,994.0,1368.0,1305.0,1077.0,1525.0,1424.0,1897.0,1882.0,1924.0,1767.0,1258.0,1009.0,799.0,442.0,183.0,65.0,20.0,18.0,2018
384,서울특별시,송파구,마천2동,1124056,1171055000,20488.0,486.0,639.0,668.0,1008.0,1329.0,1297.0,1174.0,1360.0,1405.0,1750.0,1863.0,2152.0,1726.0,1215.0,944.0,742.0,418.0,179.0,68.0,39.0,26.0,2018
385,서울특별시,송파구,방이1동,1124057,1171056100,16506.0,526.0,660.0,793.0,1128.0,1229.0,1338.0,1089.0,1221.0,1243.0,1587.0,1459.0,1325.0,1034.0,724.0,453.0,317.0,199.0,120.0,39.0,14.0,8.0,2018
386,서울특별시,송파구,방이2동,1124058,1171056200,25333.0,848.0,596.0,584.0,954.0,1612.0,2833.0,2884.0,2671.0,1759.0,1955.0,1792.0,2110.0,1737.0,1164.0,846.0,515.0,285.0,123.0,50.0,14.0,1.0,2018
387,서울특별시,송파구,오륜동,1124059,1171056600,19228.0,407.0,1005.0,1450.0,1661.0,1330.0,1094.0,811.0,1091.0,1477.0,2156.0,1703.0,1488.0,1293.0,968.0,557.0,314.0,211.0,138.0,63.0,11.0,0.0,2018
388,서울특별시,송파구,오금동,1124060,1171057000,40749.0,1719.0,1398.0,1440.0,2294.0,2965.0,3038.0,2806.0,3211.0,2683.0,3451.0,3571.0,3704.0,3122.0,2022.0,1339.0,894.0,574.0,324.0,143.0,42.0,9.0,2018
389,서울특별시,송파구,송파1동,1124061,1171058000,25941.0,903.0,687.0,668.0,986.0,1679.0,3002.0,3090.0,2716.0,1801.0,1819.0,1825.0,1991.0,1715.0,1209.0,794.0,560.0,295.0,129.0,50.0,12.0,10.0,2018
390,서울특별시,송파구,송파2동,1124062,1171059000,21014.0,786.0,929.0,910.0,1303.0,1539.0,1560.0,1411.0,1708.0,1500.0,1745.0,1694.0,1817.0,1562.0,1036.0,654.0,377.0,256.0,138.0,62.0,17.0,10.0,2018
391,서울특별시,송파구,석촌동,1124063,1171060000,33992.0,1126.0,904.0,1002.0,1305.0,2049.0,3595.0,3857.0,3561.0,2563.0,2681.0,2419.0,2681.0,2253.0,1477.0,1119.0,747.0,397.0,170.0,60.0,19.0,7.0,2018
392,서울특별시,송파구,삼전동,1124064,1171061000,33014.0,1042.0,992.0,991.0,1416.0,2087.0,3215.0,3664.0,3692.0,2782.0,2726.0,2334.0,2492.0,2065.0,1354.0,950.0,608.0,343.0,152.0,83.0,16.0,10.0,2018
393,서울특별시,송파구,가락본동,1124065,1171062000,27997.0,1025.0,800.0,913.0,1352.0,2012.0,2452.0,2625.0,2430.0,1795.0,2386.0,2379.0,2625.0,2016.0,1211.0,832.0,551.0,337.0,171.0,62.0,19.0,4.0,2018
394,서울특별시,송파구,가락1동,1124066,1171063100,1104.0,38.0,54.0,50.0,64.0,76.0,64.0,64.0,88.0,87.0,103.0,104.0,98.0,87.0,48.0,28.0,27.0,11.0,6.0,3.0,1.0,3.0,2018
395,서울특별시,송파구,가락2동,1124067,1171063200,34243.0,1267.0,1632.0,1883.0,2094.0,2319.0,2610.0,2398.0,2797.0,2700.0,3167.0,2797.0,2730.0,2277.0,1404.0,903.0,584.0,361.0,209.0,82.0,20.0,9.0,2018
396,서울특별시,송파구,문정1동,1124068,1171064100,21512.0,765.0,701.0,685.0,1047.0,1499.0,2051.0,1936.0,1850.0,1360.0,1703.0,1690.0,2052.0,1631.0,1019.0,670.0,405.0,260.0,118.0,43.0,18.0,9.0,2018
397,서울특별시,송파구,문정2동,1124069,1171064200,30003.0,948.0,822.0,751.0,1021.0,1867.0,3634.0,4297.0,3664.0,2224.0,2024.0,1781.0,1809.0,1798.0,1257.0,839.0,605.0,356.0,208.0,78.0,12.0,8.0,2018
398,서울특별시,송파구,장지동,1124081,1171064600,34681.0,1565.0,1432.0,1539.0,1926.0,2416.0,2449.0,2564.0,3042.0,2611.0,2902.0,2899.0,2894.0,2387.0,1507.0,1052.0,687.0,415.0,251.0,112.0,25.0,6.0,2018
399,서울특별시,송파구,위례동,1124082,1171064700,28780.0,2475.0,2620.0,1917.0,1477.0,1495.0,1424.0,2193.0,3447.0,2981.0,2442.0,1783.0,1489.0,1188.0,725.0,528.0,266.0,173.0,96.0,41.0,20.0,0.0,2018
400,서울특별시,송파구,잠실본동,1124071,1171065000,29123.0,814.0,775.0,834.0,1291.0,1888.0,3076.0,3244.0,3039.0,2266.0,2466.0,2059.0,2164.0,1914.0,1250.0,905.0,579.0,334.0,139.0,52.0,21.0,13.0,2018
401,서울특별시,송파구,잠실2동,1124079,1171067000,36944.0,1579.0,2964.0,3414.0,2707.0,1858.0,1503.0,1623.0,3296.0,4407.0,4624.0,2576.0,1792.0,1545.0,1135.0,851.0,577.0,263.0,124.0,54.0,23.0,29.0,2018
402,서울특별시,송파구,잠실3동,1124080,1171068000,36350.0,1541.0,2051.0,1958.0,2106.0,2270.0,2097.0,2170.0,3048.0,3007.0,3279.0,2741.0,2641.0,2650.0,1903.0,1387.0,756.0,401.0,223.0,90.0,22.0,9.0,2018
403,서울특별시,송파구,잠실4동,1124075,1171069000,29990.0,1717.0,2218.0,1526.0,1267.0,1455.0,1638.0,2140.0,3257.0,2825.0,2400.0,2005.0,2065.0,2008.0,1381.0,898.0,587.0,318.0,158.0,87.0,24.0,16.0,2018
404,서울특별시,송파구,잠실6동,1124077,1171071000,17314.0,692.0,733.0,804.0,933.0,1091.0,1207.0,1231.0,1392.0,1202.0,1453.0,1357.0,1456.0,1394.0,873.0,579.0,407.0,276.0,143.0,66.0,16.0,9.0,2018
405,서울특별시,송파구,잠실7동,1124078,1171072000,10355.0,311.0,370.0,492.0,707.0,725.0,634.0,516.0,673.0,628.0,944.0,891.0,762.0,790.0,645.0,502.0,337.0,232.0,133.0,43.0,18.0,2.0,2018
406,서울특별시,강동구,강일동,1125051,1174051500,32781.0,1041.0,2186.0,2380.0,2189.0,2225.0,1727.0,1416.0,2391.0,2839.0,3007.0,2631.0,2315.0,2105.0,1385.0,1083.0,855.0,539.0,312.0,110.0,35.0,10.0,2018
407,서울특별시,강동구,상일동,1125052,1174052000,11054.0,319.0,355.0,534.0,777.0,733.0,741.0,646.0,734.0,691.0,1015.0,1029.0,1057.0,942.0,576.0,407.0,220.0,150.0,74.0,40.0,8.0,6.0,2018
408,서울특별시,강동구,명일1동,1125053,1174053000,22408.0,749.0,892.0,1142.0,1455.0,1484.0,1462.0,1436.0,1678.0,1638.0,2129.0,1819.0,1841.0,1777.0,1110.0,769.0,466.0,279.0,180.0,79.0,15.0,8.0,2018
409,서울특별시,강동구,명일2동,1125054,1174054000,17980.0,379.0,817.0,1302.0,1463.0,1239.0,1116.0,879.0,1031.0,1376.0,1872.0,1538.0,1541.0,1361.0,861.0,528.0,280.0,196.0,123.0,60.0,15.0,3.0,2018
410,서울특별시,강동구,고덕1동,1125055,1174055000,27379.0,1485.0,1927.0,1876.0,1535.0,1492.0,1397.0,1727.0,2790.0,2678.0,2533.0,1893.0,1925.0,1633.0,924.0,613.0,392.0,267.0,166.0,81.0,18.0,27.0,2018
411,서울특별시,강동구,고덕2동,1125056,1174056000,7529.0,120.0,196.0,237.0,365.0,500.0,479.0,378.0,435.0,431.0,704.0,711.0,851.0,737.0,483.0,374.0,225.0,170.0,84.0,38.0,8.0,3.0,2018
412,서울특별시,강동구,암사1동,1125072,1174057000,37433.0,1275.0,1333.0,1284.0,1839.0,2355.0,2787.0,2687.0,3354.0,2808.0,3183.0,3116.0,3234.0,2851.0,1909.0,1456.0,999.0,575.0,239.0,98.0,31.0,20.0,2018
413,서울특별시,강동구,암사2동,1125058,1174058000,14654.0,727.0,641.0,486.0,606.0,849.0,1106.0,1235.0,1456.0,1186.0,1199.0,1027.0,1192.0,977.0,721.0,551.0,364.0,178.0,95.0,39.0,9.0,10.0,2018
414,서울특별시,강동구,암사3동,1125059,1174059000,18896.0,890.0,1278.0,1052.0,1013.0,1100.0,1008.0,1125.0,1761.0,1724.0,1666.0,1395.0,1391.0,1298.0,882.0,577.0,379.0,197.0,88.0,49.0,17.0,6.0,2018
415,서울특별시,강동구,천호1동,1125061,1174060000,28838.0,912.0,792.0,850.0,1339.0,1851.0,2226.0,2105.0,2389.0,1971.0,2321.0,2370.0,2722.0,2447.0,1667.0,1223.0,896.0,445.0,200.0,76.0,26.0,10.0,2018
416,서울특별시,강동구,천호2동,1125073,1174061000,35638.0,1079.0,963.0,910.0,1301.0,1992.0,2928.0,3140.0,3307.0,2519.0,2859.0,3008.0,3378.0,2721.0,1972.0,1500.0,1112.0,557.0,243.0,95.0,31.0,23.0,2018
417,서울특별시,강동구,천호3동,1125063,1174062000,27990.0,1015.0,724.0,617.0,968.0,1664.0,2464.0,2540.0,2583.0,1909.0,2173.0,2165.0,2575.0,2370.0,1516.0,1145.0,837.0,426.0,198.0,65.0,23.0,13.0,2018
418,서울특별시,강동구,성내1동,1125065,1174064000,20867.0,870.0,883.0,897.0,1059.0,1274.0,1505.0,1595.0,1949.0,1719.0,1768.0,1558.0,1632.0,1439.0,1089.0,707.0,458.0,269.0,125.0,52.0,14.0,5.0,2018
419,서울특별시,강동구,성내2동,1125066,1174065000,24982.0,733.0,599.0,607.0,801.0,1505.0,2353.0,2320.0,2308.0,1800.0,1934.0,1881.0,2361.0,1960.0,1377.0,1071.0,737.0,384.0,151.0,68.0,19.0,13.0,2018
420,서울특별시,강동구,성내3동,1125067,1174066000,23896.0,761.0,714.0,852.0,1294.0,1658.0,1908.0,1794.0,2042.0,1731.0,2094.0,2011.0,2065.0,1756.0,1151.0,915.0,604.0,326.0,145.0,52.0,11.0,12.0,2018
421,서울특별시,강동구,길동,1125074,1174068500,46821.0,1458.0,1541.0,1426.0,2092.0,3020.0,3952.0,3661.0,4109.0,3362.0,3739.0,3720.0,4227.0,3870.0,2558.0,1778.0,1154.0,651.0,323.0,124.0,35.0,21.0,2018
422,서울특별시,강동구,둔촌1동,1125070,1174069000,301.0,2.0,9.0,7.0,2.0,15.0,9.0,9.0,27.0,28.0,25.0,18.0,22.0,29.0,36.0,28.0,9.0,7.0,3.0,6.0,2.0,8.0,2018
423,서울특별시,강동구,둔촌2동,1125071,1174070000,28126.0,1003.0,1123.0,1108.0,1563.0,1998.0,2090.0,1940.0,2256.0,1904.0,2396.0,2304.0,2494.0,2219.0,1473.0,967.0,598.0,358.0,207.0,88.0,25.0,12.0,2018
424,부산광역시,중구,중앙동,2101051,2611051000,1826.0,27.0,25.0,29.0,44.0,106.0,151.0,126.0,104.0,96.0,140.0,142.0,195.0,203.0,158.0,98.0,78.0,51.0,30.0,13.0,8.0,2.0,2018
425,부산광역시,중구,동광동,2101052,2611052000,3140.0,42.0,62.0,43.0,82.0,155.0,207.0,140.0,178.0,159.0,252.0,276.0,335.0,303.0,282.0,236.0,203.0,105.0,45.0,24.0,6.0,5.0,2018
426,부산광역시,중구,대청동,2101053,2611053000,6911.0,106.0,182.0,188.0,293.0,449.0,533.0,392.0,392.0,444.0,583.0,545.0,650.0,633.0,460.0,391.0,338.0,183.0,81.0,50.0,12.0,6.0,2018
427,부산광역시,중구,보수동,2101054,2611054500,10976.0,230.0,221.0,258.0,446.0,689.0,785.0,581.0,684.0,677.0,894.0,883.0,1021.0,1103.0,806.0,611.0,554.0,318.0,136.0,52.0,16.0,11.0,2018
428,부산광역시,중구,부평동,2101056,2611056000,4773.0,69.0,67.0,86.0,139.0,243.0,299.0,258.0,252.0,246.0,361.0,373.0,509.0,553.0,425.0,324.0,281.0,158.0,68.0,28.0,11.0,23.0,2018
429,부산광역시,중구,광복동,2101057,2611057000,1208.0,5.0,19.0,22.0,30.0,67.0,66.0,59.0,66.0,62.0,98.0,86.0,135.0,147.0,116.0,83.0,59.0,47.0,19.0,15.0,4.0,3.0,2018
430,부산광역시,중구,남포동,2101058,2611058000,1105.0,10.0,15.0,14.0,14.0,40.0,44.0,43.0,65.0,53.0,87.0,97.0,162.0,151.0,103.0,88.0,60.0,34.0,14.0,7.0,3.0,1.0,2018
431,부산광역시,중구,영주1동,2101059,2611059000,4932.0,109.0,110.0,103.0,147.0,326.0,456.0,363.0,378.0,353.0,402.0,359.0,349.0,427.0,334.0,261.0,226.0,126.0,64.0,25.0,5.0,9.0,2018
432,부산광역시,중구,영주2동,2101060,2611060000,7924.0,188.0,212.0,192.0,330.0,424.0,437.0,341.0,473.0,486.0,657.0,650.0,778.0,769.0,609.0,533.0,447.0,236.0,113.0,23.0,11.0,15.0,2018
433,부산광역시,서구,동대신1동,2102051,2614051000,4733.0,118.0,138.0,120.0,171.0,317.0,333.0,247.0,311.0,276.0,351.0,347.0,449.0,433.0,335.0,263.0,250.0,162.0,79.0,22.0,7.0,4.0,2018
434,부산광역시,서구,동대신2동,2102052,2614052000,8177.0,176.0,229.0,234.0,387.0,432.0,437.0,367.0,443.0,499.0,677.0,645.0,785.0,780.0,619.0,526.0,477.0,280.0,130.0,42.0,9.0,3.0,2018
435,부산광역시,서구,동대신3동,2102053,2614053000,6905.0,130.0,180.0,214.0,291.0,554.0,530.0,312.0,397.0,405.0,539.0,505.0,630.0,611.0,478.0,382.0,352.0,216.0,111.0,42.0,16.0,10.0,2018
436,부산광역시,서구,서대신1동,2102054,2614054000,11952.0,420.0,484.0,398.0,566.0,770.0,774.0,672.0,992.0,805.0,974.0,930.0,950.0,879.0,742.0,571.0,521.0,311.0,129.0,51.0,9.0,4.0,2018
437,부산광역시,서구,서대신3동,2102056,2614056000,8929.0,279.0,425.0,428.0,487.0,565.0,483.0,403.0,609.0,647.0,775.0,710.0,812.0,673.0,513.0,404.0,337.0,223.0,112.0,30.0,13.0,1.0,2018
438,부산광역시,서구,서대신4동,2102057,2614057000,8226.0,309.0,394.0,376.0,465.0,526.0,485.0,411.0,599.0,581.0,721.0,631.0,748.0,603.0,453.0,323.0,288.0,181.0,84.0,32.0,14.0,2.0,2018
439,부산광역시,서구,부민동,2102059,2614059000,8121.0,248.0,260.0,262.0,371.0,805.0,693.0,534.0,579.0,501.0,634.0,554.0,630.0,654.0,447.0,336.0,297.0,182.0,84.0,36.0,9.0,5.0,2018
440,부산광역시,서구,아미동,2102061,2614061500,7997.0,60.0,87.0,142.0,263.0,431.0,435.0,313.0,376.0,426.0,606.0,644.0,886.0,872.0,727.0,577.0,582.0,331.0,151.0,48.0,20.0,20.0,2018
441,부산광역시,서구,초장동,2102063,2614063000,5061.0,65.0,81.0,100.0,160.0,226.0,255.0,204.0,274.0,290.0,405.0,401.0,515.0,533.0,446.0,378.0,389.0,194.0,97.0,31.0,6.0,11.0,2018
442,부산광역시,서구,충무동,2102064,2614064000,10034.0,286.0,277.0,233.0,336.0,623.0,779.0,604.0,718.0,564.0,787.0,774.0,987.0,918.0,685.0,565.0,478.0,246.0,102.0,47.0,12.0,13.0,2018
443,부산광역시,서구,남부민1동,2102065,2614065000,5073.0,50.0,62.0,90.0,161.0,241.0,214.0,209.0,245.0,243.0,372.0,425.0,547.0,639.0,524.0,386.0,378.0,176.0,69.0,31.0,4.0,7.0,2018
444,부산광역시,서구,남부민2동,2102069,2614066000,10373.0,227.0,228.0,230.0,406.0,512.0,476.0,396.0,627.0,608.0,797.0,834.0,1075.0,1127.0,926.0,772.0,610.0,323.0,122.0,56.0,9.0,12.0,2018
445,부산광역시,서구,암남동,2102068,2614068000,14953.0,358.0,463.0,551.0,582.0,988.0,978.0,723.0,982.0,864.0,1063.0,1248.0,1609.0,1459.0,1034.0,825.0,631.0,358.0,157.0,52.0,14.0,14.0,2018
446,부산광역시,동구,초량1동,2103051,2617051000,4993.0,102.0,129.0,124.0,182.0,289.0,357.0,291.0,329.0,318.0,401.0,363.0,458.0,486.0,359.0,312.0,271.0,139.0,54.0,20.0,4.0,5.0,2018
447,부산광역시,동구,초량2동,2103052,2617052000,6133.0,108.0,109.0,126.0,190.0,314.0,366.0,277.0,363.0,387.0,465.0,485.0,596.0,664.0,568.0,407.0,339.0,195.0,123.0,37.0,5.0,9.0,2018
448,부산광역시,동구,초량3동,2103053,2617053000,6205.0,192.0,157.0,139.0,179.0,356.0,564.0,569.0,515.0,424.0,477.0,463.0,555.0,516.0,360.0,270.0,202.0,137.0,79.0,36.0,9.0,6.0,2018
449,부산광역시,동구,초량6동,2103055,2617055000,6960.0,104.0,182.0,226.0,289.0,385.0,357.0,258.0,365.0,415.0,577.0,523.0,678.0,618.0,583.0,479.0,479.0,274.0,105.0,44.0,8.0,11.0,2018
450,부산광역시,동구,수정1동,2103056,2617056000,4587.0,74.0,158.0,174.0,226.0,253.0,268.0,201.0,305.0,298.0,397.0,349.0,381.0,407.0,364.0,297.0,229.0,128.0,59.0,13.0,3.0,3.0,2018
451,부산광역시,동구,수정2동,2103057,2617057000,8776.0,159.0,207.0,232.0,355.0,498.0,512.0,399.0,482.0,547.0,675.0,646.0,891.0,842.0,707.0,609.0,509.0,316.0,130.0,35.0,11.0,14.0,2018
452,부산광역시,동구,수정4동,2103059,2617059000,4635.0,74.0,100.0,110.0,204.0,210.0,235.0,173.0,208.0,253.0,379.0,335.0,441.0,452.0,412.0,374.0,363.0,197.0,74.0,35.0,2.0,4.0,2018
453,부산광역시,동구,수정5동,2103060,2617060000,6139.0,105.0,153.0,181.0,271.0,359.0,326.0,247.0,299.0,345.0,494.0,507.0,578.0,588.0,489.0,446.0,393.0,221.0,93.0,37.0,5.0,2.0,2018
454,부산광역시,동구,좌천동,2103070,2617064500,11686.0,244.0,263.0,306.0,496.0,716.0,707.0,602.0,743.0,703.0,869.0,933.0,1078.0,1108.0,900.0,763.0,683.0,384.0,118.0,44.0,16.0,10.0,2018
455,부산광역시,동구,범일1동,2103071,2617065000,12777.0,192.0,281.0,288.0,495.0,713.0,760.0,594.0,715.0,689.0,1028.0,1012.0,1374.0,1320.0,1049.0,786.0,763.0,460.0,181.0,54.0,9.0,14.0,2018
456,부산광역시,동구,범일2동,2103066,2617066000,9144.0,340.0,253.0,199.0,301.0,555.0,617.0,649.0,700.0,609.0,754.0,767.0,882.0,867.0,583.0,409.0,344.0,188.0,90.0,26.0,4.0,7.0,2018
457,부산광역시,동구,범일5동,2103068,2617068000,4877.0,227.0,170.0,132.0,157.0,227.0,282.0,330.0,451.0,369.0,358.0,319.0,394.0,442.0,309.0,254.0,210.0,132.0,77.0,27.0,6.0,4.0,2018
458,부산광역시,영도구,남항동,2104053,2620053000,10920.0,182.0,232.0,247.0,377.0,573.0,560.0,471.0,621.0,623.0,825.0,920.0,1159.0,1183.0,881.0,773.0,659.0,394.0,165.0,57.0,11.0,7.0,2018
459,부산광역시,영도구,영선1동,2104054,2620054000,4264.0,81.0,123.0,119.0,176.0,218.0,255.0,193.0,253.0,239.0,324.0,355.0,429.0,437.0,366.0,271.0,224.0,117.0,57.0,11.0,8.0,8.0,2018
460,부산광역시,영도구,영선2동,2104055,2620055000,9355.0,211.0,288.0,278.0,413.0,523.0,448.0,391.0,513.0,542.0,717.0,771.0,936.0,876.0,750.0,630.0,559.0,307.0,126.0,50.0,15.0,11.0,2018
461,부산광역시,영도구,신선동,2104068,2620058500,10113.0,103.0,170.0,241.0,375.0,497.0,461.0,373.0,483.0,540.0,798.0,879.0,1049.0,1026.0,873.0,836.0,792.0,386.0,147.0,57.0,14.0,13.0,2018
