,SD,SGG,NAME_AD,CODE,CODE_AD,ALL,0_4,5_9,10_14,15_19,20_24,25_29,30_34,35_39,40_44,45_49,50_54,55_59,60_64,65_69,70_74,75_79,80_84,85_89,90_94,95_99,100_,YEAR
2516,전라남도,목포시,북항동,3601068,4611070500,10041.0,373.0,526.0,506.0,642.0,680.0,512.0,518.0,740.0,750.0,829.0,832.0,943.0,718.0,517.0,362.0,327.0,170.0,67.0,22.0,5.0,2.0,2018
2517,전라남도,목포시,용해동,3601069,4611074500,18124.0,898.0,1355.0,1247.0,1303.0,1143.0,742.0,920.0,1663.0,1653.0,1610.0,1284.0,1225.0,930.0,633.0,580.0,469.0,273.0,144.0,44.0,5.0,3.0,2018
2518,전라남도,목포시,이로동,3601070,4611075000,10726.0,428.0,650.0,651.0,712.0,709.0,533.0,542.0,831.0,897.0,839.0,772.0,875.0,753.0,492.0,418.0,290.0,189.0,106.0,24.0,13.0,2.0,2018
2519,전라남도,목포시,상동,3601071,4611075600,18626.0,812.0,1033.0,1002.0,1213.0,1155.0,853.0,999.0,1417.0,1513.0,1553.0,1414.0,1561.0,1267.0,930.0,741.0,561.0,337.0,192.0,50.0,18.0,5.0,2018
2520,전라남도,목포시,하당동,3601072,4611075700,11693.0,363.0,612.0,523.0,727.0,1049.0,932.0,713.0,1014.0,988.0,1168.0,992.0,824.0,631.0,381.0,292.0,234.0,137.0,81.0,16.0,12.0,4.0,2018
2521,전라남도,목포시,신흥동,3601073,4611075800,17296.0,624.0,859.0,966.0,1292.0,1551.0,1158.0,938.0,1275.0,1286.0,1617.0,1596.0,1539.0,960.0,540.0,394.0,357.0,213.0,88.0,32.0,10.0,1.0,2018
2522,전라남도,목포시,삼향동,3601074,4611078000,5324.0,266.0,322.0,266.0,329.0,289.0,271.0,305.0,489.0,420.0,460.0,383.0,417.0,343.0,259.0,188.0,157.0,95.0,52.0,11.0,2.0,0.0,2018
2523,전라남도,목포시,옥암동,3601075,4611079000,11167.0,417.0,735.0,790.0,879.0,898.0,611.0,584.0,873.0,970.0,1074.0,972.0,841.0,502.0,342.0,235.0,228.0,135.0,60.0,15.0,6.0,0.0,2018
2524,전라남도,목포시,부흥동,3601076,4611080000,10706.0,469.0,648.0,565.0,708.0,851.0,663.0,677.0,939.0,852.0,1001.0,1005.0,794.0,560.0,302.0,251.0,193.0,138.0,64.0,23.0,3.0,0.0,2018
2525,전라남도,목포시,부주동,3601077,4611081000,24689.0,1314.0,2190.0,1972.0,2058.0,1698.0,1084.0,1293.0,2512.0,2470.0,2644.0,1844.0,1368.0,918.0,491.0,352.0,231.0,145.0,67.0,28.0,10.0,0.0,2018
2526,전라남도,여수시,돌산읍,3602011,4613025000,2883.0,29.0,34.0,47.0,92.0,127.0,94.0,70.0,97.0,112.0,157.0,206.0,331.0,318.0,277.0,284.0,279.0,192.0,98.0,29.0,9.0,1.0,2018
2527,전라남도,여수시,소라면,3602031,4613031000,21095.0,1147.0,1192.0,1002.0,1193.0,1299.0,1071.0,1258.0,1790.0,1487.0,1738.0,1773.0,1765.0,1339.0,874.0,695.0,691.0,441.0,261.0,56.0,21.0,2.0,2018
2528,전라남도,여수시,율촌면,3602032,4613032000,6586.0,157.0,181.0,158.0,201.0,282.0,277.0,222.0,324.0,391.0,384.0,502.0,612.0,647.0,561.0,486.0,523.0,377.0,206.0,72.0,18.0,5.0,2018
2529,전라남도,여수시,화양면,3602033,4613033000,6692.0,68.0,85.0,121.0,255.0,342.0,244.0,195.0,231.0,292.0,424.0,570.0,727.0,666.0,606.0,568.0,594.0,365.0,242.0,73.0,18.0,6.0,2018
2530,전라남도,여수시,남면,3602034,4613034000,3038.0,29.0,51.0,58.0,95.0,97.0,81.0,64.0,100.0,120.0,166.0,215.0,307.0,342.0,304.0,331.0,309.0,208.0,113.0,30.0,14.0,4.0,2018
2531,전라남도,여수시,화정면,3602035,4613035000,1356.0,7.0,8.0,16.0,24.0,40.0,28.0,31.0,30.0,40.0,52.0,78.0,152.0,145.0,140.0,156.0,187.0,122.0,61.0,30.0,9.0,0.0,2018
2532,전라남도,여수시,삼산면,3602036,4613036000,2094.0,25.0,42.0,38.0,52.0,88.0,91.0,62.0,90.0,101.0,159.0,201.0,293.0,219.0,170.0,156.0,128.0,97.0,60.0,15.0,4.0,3.0,2018
2533,전라남도,여수시,동문동,3602051,4613051500,4151.0,61.0,82.0,100.0,146.0,194.0,168.0,148.0,247.0,219.0,263.0,292.0,393.0,482.0,442.0,397.0,265.0,137.0,66.0,32.0,12.0,5.0,2018
2534,전라남도,여수시,한려동,3602052,4613053500,3240.0,54.0,68.0,98.0,127.0,164.0,207.0,125.0,181.0,150.0,217.0,231.0,274.0,307.0,307.0,305.0,220.0,131.0,49.0,15.0,9.0,1.0,2018
2535,전라남도,여수시,중앙동,3602053,4613057000,4854.0,84.0,125.0,164.0,220.0,250.0,204.0,170.0,245.0,287.0,365.0,362.0,466.0,498.0,469.0,400.0,318.0,133.0,63.0,20.0,3.0,8.0,2018
2536,전라남도,여수시,충무동,3602054,4613060000,4300.0,51.0,78.0,115.0,181.0,197.0,190.0,152.0,183.0,214.0,330.0,317.0,417.0,452.0,432.0,389.0,348.0,149.0,61.0,32.0,8.0,4.0,2018
2537,전라남도,여수시,광림동,3602055,4613062500,6572.0,139.0,158.0,154.0,245.0,409.0,365.0,269.0,354.0,378.0,437.0,522.0,680.0,671.0,606.0,496.0,358.0,194.0,94.0,26.0,11.0,6.0,2018
2538,전라남도,여수시,서강동,3602056,4613063500,3932.0,78.0,89.0,110.0,178.0,222.0,193.0,156.0,237.0,224.0,240.0,301.0,372.0,441.0,324.0,298.0,243.0,130.0,71.0,17.0,5.0,3.0,2018
2539,전라남도,여수시,대교동,3602057,4613065500,5751.0,92.0,116.0,133.0,179.0,277.0,231.0,249.0,308.0,320.0,392.0,442.0,566.0,646.0,584.0,483.0,411.0,209.0,77.0,23.0,8.0,5.0,2018
2540,전라남도,여수시,국동,3602058,4613067000,12427.0,428.0,463.0,462.0,601.0,770.0,693.0,604.0,829.0,738.0,909.0,1047.0,1269.0,1141.0,853.0,715.0,508.0,247.0,109.0,24.0,9.0,8.0,2018
2541,전라남도,여수시,월호동,3602059,4613068500,7458.0,258.0,362.0,331.0,368.0,435.0,357.0,339.0,497.0,497.0,521.0,545.0,741.0,726.0,530.0,393.0,314.0,140.0,62.0,27.0,14.0,1.0,2018
2542,전라남도,여수시,여서동,3602060,4613070000,20412.0,685.0,950.0,957.0,1299.0,1547.0,1223.0,1044.0,1438.0,1346.0,1699.0,1763.0,1980.0,1663.0,998.0,686.0,564.0,329.0,162.0,61.0,18.0,0.0,2018
2543,전라남도,여수시,문수동,3602061,4613071000,20720.0,725.0,964.0,1119.0,1427.0,1498.0,1107.0,992.0,1485.0,1579.0,1921.0,1759.0,1758.0,1447.0,1026.0,750.0,601.0,314.0,183.0,51.0,14.0,0.0,2018
2544,전라남도,여수시,미평동,3602062,4613073000,12429.0,372.0,473.0,524.0,800.0,1063.0,816.0,651.0,802.0,858.0,1103.0,1131.0,1153.0,878.0,614.0,453.0,367.0,225.0,111.0,28.0,7.0,0.0,2018
2545,전라남도,여수시,둔덕동,3602063,4613074000,10911.0,470.0,506.0,561.0,831.0,880.0,658.0,602.0,760.0,828.0,1041.0,934.0,918.0,742.0,466.0,314.0,185.0,122.0,52.0,34.0,7.0,0.0,2018
2546,전라남도,여수시,만덕동,3602064,4613076500,10423.0,550.0,564.0,424.0,534.0,550.0,528.0,609.0,893.0,760.0,759.0,732.0,865.0,802.0,630.0,477.0,387.0,201.0,108.0,32.0,11.0,7.0,2018
2547,전라남도,여수시,쌍봉동,3602065,4613078000,34345.0,1543.0,1727.0,1988.0,2690.0,2742.0,2317.0,1967.0,2504.0,2679.0,3449.0,3127.0,2742.0,1800.0,1186.0,718.0,537.0,335.0,208.0,64.0,20.0,2.0,2018
2548,전라남도,여수시,시전동,3602066,4613079000,31395.0,1839.0,2059.0,1894.0,2110.0,2253.0,1832.0,1965.0,2746.0,2625.0,2969.0,2755.0,2291.0,1533.0,937.0,590.0,483.0,298.0,152.0,53.0,10.0,1.0,2018
2549,전라남도,여수시,여천동,3602067,4613080000,22326.0,622.0,861.0,1037.0,1590.0,1842.0,1583.0,1143.0,1412.0,1517.0,2159.0,2276.0,2193.0,1434.0,937.0,573.0,524.0,351.0,194.0,61.0,16.0,1.0,2018
2550,전라남도,여수시,주삼동,3602068,4613081000,8458.0,598.0,650.0,638.0,568.0,417.0,341.0,555.0,946.0,815.0,768.0,527.0,433.0,337.0,283.0,232.0,189.0,86.0,61.0,6.0,5.0,3.0,2018
2551,전라남도,여수시,삼일동,3602069,4613082000,2649.0,47.0,63.0,73.0,123.0,137.0,145.0,109.0,108.0,135.0,239.0,217.0,271.0,250.0,183.0,167.0,185.0,116.0,48.0,22.0,2.0,9.0,2018
2552,전라남도,여수시,묘도동,3602070,4613083000,1230.0,23.0,21.0,29.0,40.0,67.0,37.0,40.0,51.0,51.0,106.0,109.0,118.0,109.0,94.0,86.0,119.0,62.0,53.0,12.0,2.0,1.0,2018
2553,전라남도,순천시,승주읍,3603011,4615025000,2825.0,28.0,37.0,46.0,89.0,122.0,93.0,74.0,75.0,101.0,180.0,227.0,361.0,266.0,223.0,211.0,308.0,223.0,121.0,32.0,8.0,0.0,2018
2554,전라남도,순천시,해룡면,3603037,4615031000,4789.0,60.0,84.0,79.0,172.0,258.0,200.0,141.0,203.0,214.0,342.0,436.0,531.0,424.0,402.0,338.0,379.0,307.0,161.0,43.0,13.0,2.0,2018
2555,전라남도,순천시,서면,3603038,4615032000,12492.0,422.0,531.0,516.0,618.0,728.0,657.0,600.0,750.0,857.0,1001.0,1081.0,1200.0,968.0,736.0,620.0,531.0,400.0,178.0,76.0,19.0,3.0,2018
2556,전라남도,순천시,황전면,3603039,4615033000,3080.0,27.0,38.0,50.0,90.0,121.0,84.0,66.0,97.0,95.0,146.0,230.0,299.0,309.0,302.0,306.0,353.0,286.0,129.0,36.0,14.0,2.0,2018
2557,전라남도,순천시,월등면,3603040,4615034000,1889.0,22.0,20.0,24.0,50.0,84.0,71.0,56.0,63.0,66.0,90.0,161.0,198.0,207.0,179.0,155.0,180.0,148.0,79.0,32.0,3.0,1.0,2018
2558,전라남도,순천시,주암면,3603031,4615035000,3319.0,32.0,46.0,58.0,99.0,129.0,94.0,78.0,94.0,122.0,153.0,239.0,384.0,334.0,292.0,290.0,387.0,297.0,138.0,38.0,15.0,0.0,2018
2559,전라남도,순천시,송광면,3603032,4615036000,1609.0,7.0,15.0,17.0,30.0,48.0,48.0,35.0,41.0,50.0,100.0,141.0,192.0,152.0,140.0,130.0,202.0,153.0,70.0,25.0,8.0,5.0,2018
2560,전라남도,순천시,외서면,3603033,4615037000,915.0,12.0,14.0,13.0,29.0,32.0,22.0,16.0,19.0,23.0,36.0,80.0,96.0,97.0,89.0,76.0,102.0,86.0,50.0,21.0,1.0,1.0,2018
2561,전라남도,순천시,낙안면,3603034,4615038000,3384.0,44.0,64.0,71.0,114.0,165.0,94.0,82.0,83.0,118.0,166.0,263.0,375.0,347.0,348.0,284.0,337.0,263.0,116.0,38.0,11.0,1.0,2018
2562,전라남도,순천시,별량면,3603035,4615039000,5775.0,62.0,122.0,148.0,181.0,255.0,213.0,162.0,195.0,250.0,360.0,457.0,558.0,552.0,501.0,454.0,560.0,439.0,230.0,56.0,16.0,4.0,2018
2563,전라남도,순천시,상사면,3603036,4615040000,2828.0,28.0,49.0,65.0,124.0,151.0,123.0,82.0,98.0,118.0,199.0,241.0,319.0,291.0,215.0,195.0,243.0,157.0,80.0,31.0,17.0,2.0,2018
2564,전라남도,순천시,향동,3603051,4615051500,3922.0,60.0,112.0,119.0,187.0,207.0,185.0,147.0,218.0,191.0,269.0,261.0,372.0,396.0,380.0,274.0,267.0,166.0,78.0,24.0,5.0,4.0,2018
2565,전라남도,순천시,매곡동,3603054,4615054000,4936.0,71.0,102.0,149.0,270.0,462.0,369.0,217.0,220.0,265.0,350.0,406.0,446.0,401.0,341.0,307.0,273.0,182.0,75.0,22.0,5.0,3.0,2018
2566,전라남도,순천시,삼산동,3603055,4615055000,22755.0,667.0,1044.0,1208.0,1507.0,1968.0,1516.0,1003.0,1450.0,1493.0,1945.0,2090.0,2210.0,1605.0,1062.0,718.0,581.0,369.0,219.0,75.0,23.0,2.0,2018
2567,전라남도,순천시,조곡동,3603056,4615056000,6664.0,192.0,253.0,259.0,364.0,434.0,399.0,295.0,433.0,468.0,529.0,572.0,634.0,565.0,424.0,306.0,269.0,157.0,82.0,19.0,7.0,3.0,2018
2568,전라남도,순천시,덕연동,3603057,4615057000,46446.0,1607.0,2327.0,2702.0,3551.0,4046.0,3022.0,2439.0,3073.0,3363.0,4390.0,4580.0,4240.0,2832.0,1586.0,1014.0,807.0,479.0,266.0,93.0,24.0,5.0,2018
2569,전라남도,순천시,풍덕동,3603058,4615058000,8050.0,175.0,242.0,285.0,396.0,556.0,470.0,385.0,481.0,446.0,584.0,659.0,790.0,758.0,570.0,473.0,420.0,232.0,86.0,33.0,7.0,2.0,2018
2570,전라남도,순천시,남제동,3603059,4615059000,9438.0,187.0,258.0,337.0,505.0,674.0,574.0,425.0,488.0,499.0,748.0,809.0,1028.0,800.0,699.0,533.0,448.0,263.0,114.0,33.0,16.0,0.0,2018
2571,전라남도,순천시,저전동,3603060,4615060000,3068.0,69.0,86.0,96.0,127.0,203.0,169.0,141.0,145.0,151.0,201.0,229.0,314.0,281.0,255.0,215.0,190.0,120.0,50.0,24.0,2.0,0.0,2018
2572,전라남도,순천시,장천동,3603061,4615061000,2640.0,31.0,40.0,56.0,83.0,141.0,169.0,109.0,152.0,135.0,196.0,218.0,325.0,304.0,219.0,174.0,130.0,89.0,38.0,26.0,3.0,2.0,2018
2573,전라남도,순천시,중앙동,3603062,4615062000,3332.0,54.0,70.0,93.0,150.0,206.0,189.0,145.0,196.0,183.0,271.0,252.0,334.0,325.0,249.0,247.0,183.0,107.0,52.0,18.0,3.0,5.0,2018
2574,전라남도,순천시,도사동,3603063,4615063500,18359.0,1135.0,1079.0,830.0,938.0,1206.0,1062.0,1280.0,1579.0,1358.0,1477.0,1513.0,1455.0,1092.0,690.0,522.0,509.0,359.0,198.0,47.0,27.0,3.0,2018
2575,전라남도,순천시,왕조1동,3603066,4615066100,39801.0,1535.0,2158.0,2349.0,3038.0,3472.0,2599.0,2125.0,2801.0,3114.0,4122.0,3976.0,3264.0,2033.0,1122.0,729.0,569.0,465.0,237.0,70.0,22.0,1.0,2018
2576,전라남도,순천시,왕조2동,3603067,4615066500,20296.0,910.0,1167.0,1254.0,1844.0,1889.0,1361.0,1181.0,1441.0,1585.0,2175.0,2075.0,1580.0,796.0,389.0,252.0,181.0,123.0,69.0,17.0,6.0,1.0,2018
2577,전라남도,나주시,남평읍,3604011,4617025000,11471.0,559.0,484.0,347.0,390.0,591.0,678.0,760.0,904.0,770.0,815.0,875.0,1056.0,963.0,646.0,564.0,497.0,335.0,169.0,47.0,14.0,7.0,2018
2578,전라남도,나주시,세지면,3604031,4617031000,2879.0,22.0,46.0,80.0,90.0,145.0,104.0,82.0,95.0,102.0,163.0,254.0,295.0,294.0,252.0,242.0,273.0,186.0,111.0,31.0,7.0,5.0,2018
2579,전라남도,나주시,왕곡면,3604032,4617032000,3172.0,61.0,33.0,66.0,127.0,169.0,120.0,94.0,132.0,129.0,187.0,287.0,319.0,334.0,253.0,228.0,307.0,195.0,94.0,28.0,8.0,1.0,2018
2580,전라남도,나주시,반남면,3604033,4617033000,1609.0,18.0,13.0,24.0,49.0,76.0,61.0,37.0,53.0,68.0,81.0,136.0,156.0,169.0,146.0,144.0,162.0,117.0,70.0,25.0,4.0,0.0,2018
2581,전라남도,나주시,공산면,3604034,4617034000,2547.0,53.0,56.0,77.0,73.0,102.0,84.0,87.0,93.0,105.0,158.0,194.0,234.0,272.0,225.0,192.0,251.0,202.0,62.0,19.0,6.0,2.0,2018
2582,전라남도,나주시,동강면,3604035,4617035000,2741.0,40.0,35.0,40.0,88.0,130.0,76.0,68.0,95.0,96.0,164.0,215.0,276.0,266.0,247.0,257.0,288.0,220.0,110.0,25.0,5.0,0.0,2018
2583,전라남도,나주시,다시면,3604036,4617036000,3793.0,46.0,61.0,72.0,110.0,152.0,150.0,112.0,126.0,154.0,206.0,302.0,395.0,400.0,332.0,310.0,383.0,286.0,134.0,42.0,16.0,4.0,2018
2584,전라남도,나주시,문평면,3604037,4617037000,2090.0,22.0,18.0,27.0,55.0,72.0,73.0,51.0,57.0,93.0,94.0,169.0,249.0,224.0,158.0,163.0,250.0,186.0,99.0,21.0,8.0,1.0,2018
2585,전라남도,나주시,노안면,3604038,4617038000,4999.0,66.0,64.0,76.0,141.0,216.0,212.0,159.0,189.0,179.0,310.0,410.0,575.0,574.0,438.0,389.0,405.0,338.0,175.0,59.0,20.0,4.0,2018
2586,전라남도,나주시,금천면,3604039,4617039000,4690.0,98.0,107.0,91.0,161.0,230.0,244.0,196.0,221.0,209.0,266.0,360.0,488.0,457.0,373.0,385.0,392.0,231.0,120.0,45.0,11.0,5.0,2018
2587,전라남도,나주시,산포면,3604040,4617040000,3738.0,76.0,47.0,49.0,119.0,179.0,216.0,167.0,151.0,172.0,270.0,340.0,405.0,370.0,298.0,266.0,268.0,216.0,91.0,30.0,7.0,1.0,2018
2588,전라남도,나주시,다도면,3604041,4617042000,2048.0,25.0,35.0,33.0,40.0,77.0,50.0,65.0,64.0,78.0,123.0,180.0,240.0,230.0,169.0,175.0,213.0,159.0,62.0,20.0,10.0,0.0,2018
2589,전라남도,나주시,봉황면,3604042,4617043000,4607.0,79.0,83.0,83.0,166.0,188.0,182.0,148.0,171.0,177.0,268.0,354.0,486.0,461.0,390.0,407.0,449.0,318.0,140.0,41.0,13.0,3.0,2018
2590,전라남도,나주시,송월동,3604051,4617051000,7436.0,304.0,333.0,412.0,525.0,590.0,543.0,455.0,532.0,558.0,660.0,629.0,554.0,407.0,264.0,211.0,195.0,157.0,81.0,21.0,4.0,1.0,2018
2591,전라남도,나주시,영강동,3604052,4617052000,3050.0,97.0,107.0,127.0,190.0,211.0,154.0,140.0,194.0,220.0,277.0,232.0,271.0,203.0,172.0,143.0,141.0,104.0,45.0,16.0,4.0,2.0,2018
2592,전라남도,나주시,금남동,3604054,4617054000,5485.0,150.0,137.0,174.0,276.0,323.0,275.0,223.0,265.0,293.0,442.0,445.0,501.0,495.0,394.0,390.0,339.0,205.0,109.0,39.0,6.0,4.0,2018
2593,전라남도,나주시,성북동,3604055,4617055000,9410.0,428.0,518.0,431.0,580.0,794.0,566.0,503.0,706.0,661.0,752.0,776.0,724.0,554.0,409.0,356.0,311.0,185.0,109.0,34.0,10.0,3.0,2018
2594,전라남도,나주시,영산동,3604058,4617058000,3514.0,58.0,93.0,94.0,155.0,167.0,151.0,119.0,172.0,170.0,214.0,293.0,379.0,331.0,290.0,246.0,260.0,188.0,95.0,31.0,4.0,4.0,2018
2595,전라남도,나주시,이창동,3604060,4617060000,3741.0,86.0,93.0,96.0,139.0,210.0,228.0,150.0,217.0,226.0,279.0,299.0,355.0,354.0,283.0,258.0,206.0,133.0,84.0,22.0,12.0,11.0,2018
2596,전라남도,나주시,빛가람동,3604061,4617062000,30819.0,2957.0,2922.0,1992.0,1310.0,1460.0,2180.0,3030.0,4313.0,3282.0,2357.0,1565.0,1340.0,852.0,504.0,331.0,204.0,124.0,65.0,19.0,10.0,2.0,2018
2597,전라남도,광양시,광양읍,3606011,4623025000,50844.0,2264.0,2616.0,2635.0,3088.0,3876.0,3027.0,2827.0,3859.0,3901.0,4526.0,4341.0,4357.0,3080.0,2000.0,1487.0,1289.0,980.0,457.0,191.0,34.0,9.0,2018
2598,전라남도,광양시,봉강면,3606031,4623031000,2320.0,43.0,46.0,61.0,118.0,131.0,106.0,82.0,64.0,124.0,150.0,223.0,255.0,196.0,163.0,147.0,160.0,140.0,69.0,29.0,11.0,2.0,2018
2599,전라남도,광양시,옥룡면,3606032,4623032000,3329.0,57.0,61.0,73.0,119.0,183.0,160.0,79.0,119.0,141.0,235.0,329.0,383.0,285.0,238.0,243.0,267.0,216.0,93.0,37.0,10.0,1.0,2018
2600,전라남도,광양시,옥곡면,3606033,4623033000,3132.0,48.0,50.0,62.0,90.0,183.0,149.0,113.0,116.0,124.0,228.0,279.0,349.0,315.0,239.0,237.0,233.0,200.0,76.0,30.0,9.0,2.0,2018
2601,전라남도,광양시,진상면,3606034,4623034000,3077.0,49.0,41.0,51.0,130.0,145.0,113.0,87.0,101.0,112.0,174.0,309.0,294.0,293.0,268.0,228.0,284.0,236.0,112.0,39.0,10.0,1.0,2018
2602,전라남도,광양시,진월면,3606035,4623035000,3049.0,42.0,49.0,50.0,71.0,132.0,105.0,113.0,117.0,152.0,173.0,233.0,306.0,302.0,292.0,259.0,285.0,195.0,112.0,48.0,10.0,3.0,2018
2603,전라남도,광양시,다압면,3606036,4623036000,1889.0,26.0,41.0,49.0,78.0,77.0,56.0,47.0,68.0,83.0,112.0,169.0,223.0,203.0,152.0,142.0,163.0,125.0,53.0,14.0,7.0,1.0,2018
2604,전라남도,광양시,골약동,3606051,4623051500,1799.0,27.0,35.0,34.0,38.0,94.0,69.0,58.0,97.0,79.0,134.0,141.0,180.0,153.0,148.0,138.0,166.0,104.0,81.0,13.0,10.0,0.0,2018
2605,전라남도,광양시,중마동,3606053,4623053000,59450.0,3306.0,3966.0,3671.0,4353.0,4848.0,3762.0,3970.0,5499.0,4988.0,6249.0,6084.0,3845.0,2094.0,1064.0,639.0,543.0,333.0,178.0,42.0,13.0,3.0,2018
2606,전라남도,광양시,광영동,3606054,4623054000,12441.0,461.0,608.0,543.0,784.0,1006.0,730.0,588.0,804.0,835.0,1305.0,1408.0,1300.0,851.0,459.0,286.0,212.0,149.0,79.0,25.0,8.0,0.0,2018
2607,전라남도,광양시,금호동,3606056,4623055000,13255.0,455.0,572.0,557.0,1199.0,1472.0,1106.0,616.0,770.0,575.0,1183.0,1777.0,1139.0,1032.0,421.0,154.0,99.0,70.0,40.0,13.0,4.0,1.0,2018
2608,전라남도,광양시,태인동,3606055,4623057000,1979.0,20.0,48.0,49.0,95.0,132.0,102.0,81.0,84.0,106.0,146.0,213.0,246.0,171.0,131.0,106.0,95.0,94.0,48.0,10.0,2.0,0.0,2018
2609,전라남도,담양군,담양읍,3631011,4671025000,14531.0,570.0,610.0,601.0,739.0,903.0,769.0,749.0,834.0,934.0,1123.0,1071.0,1237.0,1055.0,861.0,778.0,818.0,504.0,252.0,82.0,29.0,12.0,2018
2610,전라남도,담양군,봉산면,3631031,4671031000,2967.0,89.0,57.0,38.0,92.0,149.0,142.0,116.0,139.0,152.0,177.0,261.0,316.0,286.0,228.0,204.0,240.0,162.0,85.0,27.0,7.0,0.0,2018
2611,전라남도,담양군,고서면,3631032,4671032000,3419.0,64.0,69.0,95.0,132.0,158.0,132.0,143.0,143.0,156.0,220.0,296.0,368.0,347.0,292.0,249.0,266.0,163.0,82.0,33.0,9.0,2.0,2018
2612,전라남도,담양군,남면,3631033,4671033000,1307.0,32.0,24.0,16.0,32.0,53.0,51.0,39.0,52.0,48.0,86.0,122.0,147.0,137.0,104.0,86.0,127.0,82.0,45.0,19.0,5.0,0.0,2018
2613,전라남도,담양군,창평면,3631034,4671034000,3817.0,74.0,66.0,83.0,151.0,190.0,190.0,126.0,144.0,175.0,269.0,312.0,461.0,345.0,293.0,268.0,299.0,231.0,98.0,30.0,8.0,4.0,2018
2614,전라남도,담양군,대덕면,3631035,4671035000,2000.0,30.0,36.0,43.0,76.0,116.0,78.0,60.0,89.0,64.0,142.0,179.0,233.0,198.0,152.0,127.0,177.0,122.0,43.0,30.0,4.0,1.0,2018
2615,전라남도,담양군,무정면,3631036,4671036000,2658.0,40.0,49.0,48.0,90.0,257.0,135.0,69.0,94.0,106.0,160.0,175.0,271.0,233.0,221.0,187.0,226.0,177.0,83.0,27.0,8.0,2.0,2018
2616,전라남도,담양군,금성면,3631037,4671037000,2764.0,60.0,52.0,45.0,92.0,131.0,111.0,89.0,122.0,110.0,188.0,208.0,286.0,286.0,224.0,201.0,235.0,179.0,98.0,28.0,18.0,1.0,2018
2617,전라남도,담양군,용면,3631038,4671038000,1962.0,36.0,41.0,35.0,47.0,102.0,88.0,68.0,81.0,80.0,132.0,170.0,216.0,198.0,177.0,144.0,180.0,98.0,46.0,17.0,4.0,2.0,2018
2618,전라남도,담양군,월산면,3631039,4671039000,2534.0,67.0,55.0,55.0,63.0,128.0,111.0,104.0,100.0,116.0,156.0,209.0,285.0,248.0,187.0,199.0,226.0,140.0,57.0,19.0,9.0,0.0,2018
2619,전라남도,담양군,수북면,3631040,4671040000,4454.0,108.0,124.0,132.0,186.0,235.0,210.0,148.0,182.0,266.0,321.0,370.0,446.0,396.0,318.0,287.0,319.0,224.0,128.0,36.0,14.0,4.0,2018
2620,전라남도,담양군,대전면,3631041,4671041000,4504.0,99.0,127.0,142.0,221.0,230.0,196.0,137.0,203.0,253.0,351.0,421.0,428.0,370.0,289.0,290.0,346.0,254.0,99.0,37.0,10.0,1.0,2018
2621,전라남도,곡성군,곡성읍,3632011,4672025000,8217.0,247.0,316.0,311.0,422.0,463.0,382.0,320.0,431.0,503.0,629.0,650.0,725.0,632.0,537.0,483.0,491.0,386.0,192.0,75.0,20.0,2.0,2018
2622,전라남도,곡성군,오곡면,3632031,4672031000,2040.0,25.0,51.0,64.0,67.0,86.0,63.0,63.0,65.0,96.0,117.0,155.0,227.0,179.0,178.0,145.0,191.0,184.0,58.0,22.0,3.0,1.0,2018
2623,전라남도,곡성군,삼기면,3632032,4672032000,1707.0,24.0,20.0,44.0,43.0,58.0,46.0,37.0,52.0,68.0,96.0,128.0,163.0,172.0,146.0,149.0,196.0,154.0,69.0,34.0,8.0,0.0,2018
2624,전라남도,곡성군,석곡면,3632033,4672033000,2457.0,34.0,42.0,52.0,100.0,118.0,63.0,65.0,76.0,101.0,139.0,203.0,239.0,221.0,192.0,188.0,246.0,228.0,103.0,34.0,11.0,2.0,2018
2625,전라남도,곡성군,목사동면,3632034,4672034000,1432.0,14.0,16.0,23.0,40.0,45.0,51.0,33.0,40.0,51.0,74.0,124.0,148.0,123.0,118.0,134.0,160.0,148.0,57.0,26.0,7.0,0.0,2018
2626,전라남도,곡성군,죽곡면,3632035,4672035000,1978.0,32.0,30.0,32.0,73.0,93.0,61.0,34.0,58.0,62.0,129.0,153.0,206.0,188.0,185.0,162.0,224.0,146.0,69.0,34.0,7.0,0.0,2018
2627,전라남도,곡성군,고달면,3632036,4672036000,1263.0,24.0,20.0,23.0,38.0,43.0,45.0,26.0,28.0,41.0,68.0,102.0,138.0,105.0,103.0,104.0,149.0,125.0,59.0,19.0,3.0,0.0,2018
2628,전라남도,곡성군,옥과면,3632037,4672037000,4609.0,127.0,146.0,179.0,353.0,446.0,205.0,157.0,208.0,278.0,318.0,359.0,387.0,333.0,266.0,245.0,249.0,216.0,96.0,32.0,9.0,0.0,2018
2629,전라남도,곡성군,입면,3632038,4672038000,2613.0,33.0,54.0,104.0,149.0,111.0,99.0,50.0,93.0,161.0,219.0,229.0,240.0,190.0,159.0,168.0,232.0,184.0,96.0,36.0,5.0,1.0,2018
2630,전라남도,곡성군,겸면,3632039,4672039000,1809.0,28.0,42.0,41.0,57.0,69.0,56.0,60.0,57.0,79.0,107.0,147.0,190.0,153.0,128.0,155.0,185.0,152.0,73.0,22.0,5.0,3.0,2018
2631,전라남도,곡성군,오산면,3632040,4672040000,1499.0,26.0,18.0,19.0,43.0,80.0,53.0,39.0,55.0,38.0,108.0,123.0,174.0,179.0,116.0,107.0,125.0,110.0,58.0,21.0,6.0,1.0,2018
