,SD,SGG,NAME_AD,CODE,CODE_AD,YEAR,A_R
344,서울특별시,서초구,반포본동,1122056,1165055000,2019,15.533741
345,서울특별시,서초구,반포1동,1122057,1165056000,2019,10.110138
346,서울특별시,서초구,반포2동,1122058,1165057000,2019,11.444965
347,서울특별시,서초구,반포3동,1122059,1165058000,2019,11.850066
348,서울특별시,서초구,반포4동,1122060,1165058100,2019,13.506229
349,서울특별시,서초구,방배본동,1122061,1165059000,2019,13.641678
350,서울특별시,서초구,방배1동,1122062,1165060000,2019,15.579709
351,서울특별시,서초구,방배2동,1122063,1165061000,2019,16.156322
352,서울특별시,서초구,방배3동,1122064,1165062000,2019,15.90848
353,서울특별시,서초구,방배4동,1122065,1165062100,2019,13.550557
354,서울특별시,서초구,양재1동,1122066,1165065100,2019,13.978802
355,서울특별시,서초구,양재2동,1122067,1165065200,2019,11.847161
356,서울특별시,서초구,내곡동,1122068,1165066000,2019,16.147247
357,서울특별시,강남구,신사동,1123051,1168051000,2019,16.755535
358,서울특별시,강남구,논현1동,1123052,1168052100,2019,12.372025
359,서울특별시,강남구,논현2동,1123053,1168053100,2019,13.724129
360,서울특별시,강남구,압구정동,1123077,1168054500,2019,17.743809
361,서울특별시,강남구,청담동,1123078,1168056500,2019,13.374858
362,서울특별시,강남구,삼성1동,1123058,1168058000,2019,14.312027
363,서울특별시,강남구,삼성2동,1123059,1168059000,2019,10.666886
364,서울특별시,강남구,대치1동,1123060,1168060000,2019,8.679126
365,서울특별시,강남구,대치2동,1123079,1168061000,2019,11.245909
366,서울특별시,강남구,대치4동,1123063,1168063000,2019,9.519633
367,서울특별시,강남구,역삼1동,1123064,1168064000,2019,9.721412
368,서울특별시,강남구,역삼2동,1123065,1168065000,2019,9.385219
369,서울특별시,강남구,도곡1동,1123066,1168065500,2019,12.333645
370,서울특별시,강남구,도곡2동,1123067,1168065600,2019,12.839413
371,서울특별시,강남구,개포1동,1123068,1168066000,2019,21.841915
372,서울특별시,강남구,개포2동,1123080,1168067000,2019,12.703969
373,서울특별시,강남구,개포4동,1123071,1168069000,2019,12.360167
374,서울특별시,강남구,세곡동,1123076,1168070000,2019,13.47954
375,서울특별시,강남구,일원본동,1123072,1168072000,2019,10.744921
376,서울특별시,강남구,일원1동,1123073,1168073000,2019,18.469381
377,서울특별시,강남구,일원2동,1123074,1168074000,2019,16.59111
378,서울특별시,강남구,수서동,1123075,1168075000,2019,25.830862
379,서울특별시,송파구,풍납1동,1124051,1171051000,2019,18.554596
380,서울특별시,송파구,풍납2동,1124052,1171052000,2019,13.611731
381,서울특별시,송파구,거여1동,1124053,1171053100,2019,16.486198
382,서울특별시,송파구,거여2동,1124054,1171053200,2019,17.854174
383,서울특별시,송파구,마천1동,1124055,1171054000,2019,19.37351
384,서울특별시,송파구,마천2동,1124056,1171055000,2019,19.127617
385,서울특별시,송파구,방이1동,1124057,1171056100,2019,12.3093815
386,서울특별시,송파구,방이2동,1124058,1171056200,2019,12.699471
387,서울특별시,송파구,오륜동,1124059,1171056600,2019,12.592161
388,서울특별시,송파구,오금동,1124060,1171057000,2019,13.801458
389,서울특별시,송파구,송파1동,1124061,1171058000,2019,12.580683
390,서울특별시,송파구,송파2동,1124062,1171059000,2019,12.894495
391,서울특별시,송파구,석촌동,1124063,1171060000,2019,12.316078
392,서울특별시,송파구,삼전동,1124064,1171061000,2019,11.394056
393,서울특별시,송파구,가락본동,1124065,1171062000,2019,12.293264
394,서울특별시,송파구,가락1동,1124066,1171063100,2019,10.034753
395,서울특별시,송파구,가락2동,1124067,1171063200,2019,11.251891
396,서울특별시,송파구,문정1동,1124068,1171064100,2019,12.761317
397,서울특별시,송파구,문정2동,1124069,1171064200,2019,11.900765
398,서울특별시,송파구,장지동,1124081,1171064600,2019,12.554443
399,서울특별시,송파구,위례동,1124082,1171064700,2019,6.80289
400,서울특별시,송파구,잠실본동,1124071,1171065000,2019,11.90304
401,서울특별시,송파구,잠실2동,1124079,1171067000,2019,8.828657
402,서울특별시,송파구,잠실3동,1124080,1171068000,2019,14.147811
403,서울특별시,송파구,잠실4동,1124075,1171069000,2019,11.377894
404,서울특별시,송파구,잠실6동,1124077,1171071000,2019,14.928402
