,SD,SGG,NAME_AD,CODE,CODE_AD,YEAR,A_R
0,서울특별시,종로구,청운효자동,1101072,1111051500,2021,17.932877
1,서울특별시,종로구,사직동,1101053,1111053000,2021,18.715322
2,서울특별시,종로구,삼청동,1101054,1111054000,2021,24.470684
3,서울특별시,종로구,부암동,1101055,1111055000,2021,18.728468
4,서울특별시,종로구,평창동,1101056,1111056000,2021,18.82988
5,서울특별시,종로구,무악동,1101057,1111057000,2021,17.241796
6,서울특별시,종로구,교남동,1101058,1111058000,2021,16.115866
7,서울특별시,종로구,가회동,1101060,1111060000,2021,21.086105
8,서울특별시,종로구,종로1.2.3.4가동,1101061,1111061500,2021,26.691679
9,서울특별시,종로구,종로5.6가동,1101063,1111063000,2021,20.652388
10,서울특별시,종로구,이화동,1101064,1111064000,2021,18.752592
11,서울특별시,종로구,혜화동,1101073,1111065000,2021,16.413355
12,서울특별시,종로구,창신1동,1101067,1111067000,2021,25.005112
13,서울특별시,종로구,창신2동,1101068,1111068000,2021,21.729239
14,서울특별시,종로구,창신3동,1101069,1111069000,2021,18.220531
15,서울특별시,종로구,숭인1동,1101070,1111070000,2021,20.318657
16,서울특별시,종로구,숭인2동,1101071,1111071000,2021,17.07646
17,서울특별시,중구,소공동,1102052,1114052000,2021,11.066667
18,서울특별시,중구,회현동,1102054,1114054000,2021,27.257526
19,서울특별시,중구,명동,1102055,1114055000,2021,25.069347
20,서울특별시,중구,필동,1102057,1114057000,2021,22.24708
21,서울특별시,중구,장충동,1102058,1114058000,2021,18.518518
22,서울특별시,중구,광희동,1102059,1114059000,2021,20.666033
23,서울특별시,중구,을지로동,1102060,1114060500,2021,26.352129
24,서울특별시,중구,신당동,1102069,1114061500,2021,18.858334
25,서울특별시,중구,다산동,1102070,1114062500,2021,19.91593
26,서울특별시,중구,약수동,1102071,1114063500,2021,22.817223
27,서울특별시,중구,청구동,1102072,1114064500,2021,20.002943
28,서울특별시,중구,신당5동,1102065,1114065000,2021,17.465984
29,서울특별시,중구,동화동,1102073,1114066500,2021,18.371323
30,서울특별시,중구,황학동,1102067,1114067000,2021,15.911261
31,서울특별시,중구,중림동,1102068,1114068000,2021,17.091816
32,서울특별시,용산구,후암동,1103051,1117051000,2021,17.738966
33,서울특별시,용산구,용산2가동,1103052,1117052000,2021,21.26692
34,서울특별시,용산구,남영동,1103053,1117053000,2021,20.691063
35,서울특별시,용산구,청파동,1103071,1117055500,2021,16.794207
36,서울특별시,용산구,원효로1동,1103072,1117056000,2021,12.231975
37,서울특별시,용산구,원효로2동,1103057,1117057000,2021,16.726055
38,서울특별시,용산구,효창동,1103058,1117058000,2021,14.815185
39,서울특별시,용산구,용문동,1103059,1117059000,2021,18.064571
40,서울특별시,용산구,한강로동,1103073,1117062500,2021,14.515463
41,서울특별시,용산구,이촌1동,1103063,1117063000,2021,16.602942
42,서울특별시,용산구,이촌2동,1103064,1117064000,2021,21.52234
43,서울특별시,용산구,이태원1동,1103065,1117065000,2021,21.104506
44,서울특별시,용산구,이태원2동,1103066,1117066000,2021,20.051128
45,서울특별시,용산구,한남동,1103074,1117068500,2021,18.024426
46,서울특별시,용산구,서빙고동,1103069,1117069000,2021,16.282276
