,SD,SGG,NAME_AD,CODE,CODE_AD,B_ALL,B_M,B_F,PM_ALL,PM_M,PM_F,CBR,YEAR
16,서울특별시,종로구,숭인2동,1101071,1111071000,29.0,11.0,18.0,9561.0,4873.0,4688.0,3.03315552766447,2020
17,서울특별시,중구,소공동,1102052,1114052000,17.0,13.0,4.0,2092.0,1018.0,1074.0,8.126195028680689,2020
18,서울특별시,중구,회현동,1102054,1114054000,10.0,3.0,7.0,5200.0,2774.0,2426.0,1.9230769230769231,2020
19,서울특별시,중구,명동,1102055,1114055000,7.0,4.0,3.0,2976.0,1265.0,1711.0,2.3521505376344085,2020
20,서울특별시,중구,필동,1102057,1114057000,8.0,5.0,3.0,3998.0,2060.0,1938.0,2.0010005002501248,2020
21,서울특별시,중구,장충동,1102058,1114058000,12.0,8.0,4.0,4694.0,2379.0,2315.0,2.5564550489987217,2020
22,서울특별시,중구,광희동,1102059,1114059000,16.0,11.0,5.0,5037.0,2653.0,2384.0,3.1764939448084175,2020
23,서울특별시,중구,을지로동,1102060,1114060500,7.0,3.0,4.0,1837.0,1111.0,726.0,3.810560696788242,2020
24,서울특별시,중구,신당동,1102069,1114061500,28.0,16.0,12.0,7596.0,3772.0,3824.0,3.686150605581885,2020
25,서울특별시,중구,다산동,1102070,1114062500,72.0,38.0,34.0,14388.0,7001.0,7387.0,5.004170141784821,2020
26,서울특별시,중구,약수동,1102071,1114063500,100.0,45.0,55.0,17332.0,8165.0,9167.0,5.7696745903531035,2020
27,서울특별시,중구,청구동,1102072,1114064500,84.0,40.0,44.0,14130.0,6711.0,7419.0,5.9447983014862,2020
28,서울특별시,중구,신당5동,1102065,1114065000,51.0,32.0,19.0,10648.0,5181.0,5467.0,4.789631855747558,2020
29,서울특별시,중구,동화동,1102073,1114066500,67.0,37.0,30.0,10762.0,5183.0,5579.0,6.2256086229325405,2020
30,서울특별시,중구,황학동,1102067,1114067000,92.0,47.0,45.0,12703.0,6079.0,6624.0,7.242383688892388,2020
31,서울특별시,중구,중림동,1102068,1114068000,134.0,53.0,81.0,12577.0,6292.0,6285.0,10.654369086427607,2020
32,서울특별시,용산구,후암동,1103051,1117051000,80.0,40.0,40.0,17810.0,8670.0,9140.0,4.491858506457047,2020
33,서울특별시,용산구,용산2가동,1103052,1117052000,29.0,17.0,12.0,10231.0,4919.0,5312.0,2.834522529567002,2020
34,서울특별시,용산구,남영동,1103053,1117053000,16.0,5.0,11.0,7733.0,4745.0,2988.0,2.0690547006336484,2020
35,서울특별시,용산구,청파동,1103071,1117055500,59.0,35.0,24.0,19948.0,9326.0,10622.0,2.957689993984359,2020
36,서울특별시,용산구,원효로1동,1103072,1117056000,142.0,79.0,63.0,16131.0,7782.0,8349.0,8.802926043022751,2020
37,서울특별시,용산구,원효로2동,1103057,1117057000,80.0,33.0,47.0,14378.0,6778.0,7600.0,5.56405619696759,2020
38,서울특별시,용산구,효창동,1103058,1117058000,77.0,48.0,29.0,10247.0,4853.0,5394.0,7.514394456914219,2020
39,서울특별시,용산구,용문동,1103059,1117059000,69.0,36.0,33.0,12369.0,5887.0,6482.0,5.578462284744118,2020
40,서울특별시,용산구,한강로동,1103073,1117062500,118.0,60.0,58.0,18347.0,8852.0,9495.0,6.431569193873657,2020
41,서울특별시,용산구,이촌1동,1103063,1117063000,173.0,90.0,83.0,28402.0,13271.0,15131.0,6.091120343637772,2020
42,서울특별시,용산구,이촌2동,1103064,1117064000,87.0,40.0,47.0,8753.0,4117.0,4636.0,9.939449331657718,2020
43,서울특별시,용산구,이태원1동,1103065,1117065000,16.0,8.0,8.0,6921.0,3275.0,3646.0,2.311804652506863,2020
44,서울특별시,용산구,이태원2동,1103066,1117066000,28.0,14.0,14.0,9290.0,4281.0,5009.0,3.013993541442411,2020
45,서울특별시,용산구,한남동,1103074,1117068500,113.0,58.0,55.0,21275.0,10239.0,11036.0,5.311398354876616,2020
46,서울특별시,용산구,서빙고동,1103069,1117069000,51.0,28.0,23.0,13280.0,6364.0,6916.0,3.8403614457831328,2020
47,서울특별시,용산구,보광동,1103070,1117070000,37.0,21.0,16.0,14317.0,7079.0,7238.0,2.584340294754488,2020
48,서울특별시,성동구,왕십리2동,1104052,1120052000,154.0,85.0,69.0,17250.0,8408.0,8842.0,8.927536231884059,2020
49,서울특별시,성동구,왕십리도선동,1104071,1120053500,205.0,121.0,84.0,27344.0,13033.0,14311.0,7.497074312463429,2020
50,서울특별시,성동구,마장동,1104054,1120054000,117.0,50.0,67.0,23064.0,11369.0,11695.0,5.072840790842872,2020
51,서울특별시,성동구,사근동,1104055,1120055000,40.0,25.0,15.0,11904.0,6095.0,5809.0,3.360215053763441,2020
52,서울특별시,성동구,행당1동,1104056,1120056000,101.0,57.0,44.0,14370.0,6927.0,7443.0,7.028531663187195,2020
53,서울특별시,성동구,행당2동,1104057,1120057000,162.0,92.0,70.0,24277.0,11402.0,12875.0,6.672982658483338,2020
54,서울특별시,성동구,응봉동,1104058,1120058000,97.0,49.0,48.0,15891.0,7517.0,8374.0,6.10408407274558,2020
55,서울특별시,성동구,금호1가동,1104059,1120059000,146.0,66.0,80.0,15786.0,7555.0,8231.0,9.24870138097048,2020
56,서울특별시,성동구,금호2·3가동,1104072,1120061500,183.0,97.0,86.0,23707.0,11280.0,12427.0,7.719239043320538,2020
57,서울특별시,성동구,금호4가동,1104062,1120062000,122.0,61.0,61.0,14847.0,7103.0,7744.0,8.217148245436787,2020
58,서울특별시,성동구,옥수동,1104073,1120064500,259.0,132.0,127.0,26877.0,12532.0,14345.0,9.636492168024706,2020
59,서울특별시,성동구,성수1가1동,1104065,1120065000,112.0,59.0,53.0,16692.0,8353.0,8339.0,6.709801102324467,2020
60,서울특별시,성동구,성수1가2동,1104066,1120066000,69.0,38.0,31.0,13788.0,6789.0,6999.0,5.0043516100957355,2020
61,서울특별시,성동구,성수2가1동,1104067,1120067000,75.0,41.0,34.0,16885.0,8825.0,8060.0,4.441812259401836,2020
62,서울특별시,성동구,성수2가3동,1104068,1120069000,57.0,23.0,34.0,11279.0,5731.0,5548.0,5.053639507048497,2020
63,서울특별시,성동구,송정동,1104069,1120072000,43.0,23.0,20.0,10876.0,5723.0,5153.0,3.9536594336152997,2020
64,서울특별시,성동구,용답동,1104070,1120079000,33.0,16.0,17.0,12059.0,6388.0,5671.0,2.736545318848992,2020
65,서울특별시,광진구,화양동,1105053,1121571000,35.0,17.0,18.0,22368.0,10614.0,11754.0,1.5647353361945637,2020
66,서울특별시,광진구,군자동,1105054,1121573000,83.0,42.0,41.0,19980.0,9878.0,10102.0,4.1541541541541545,2020
67,서울특별시,광진구,중곡1동,1105055,1121574000,94.0,48.0,46.0,15753.0,7722.0,8031.0,5.967117374468355,2020
68,서울특별시,광진구,중곡2동,1105056,1121575000,94.0,40.0,54.0,22120.0,10515.0,11605.0,4.249547920433996,2020
69,서울특별시,광진구,중곡3동,1105057,1121576000,73.0,40.0,33.0,16876.0,8400.0,8476.0,4.325669589950225,2020
70,서울특별시,광진구,중곡4동,1105058,1121577000,144.0,72.0,72.0,29864.0,14632.0,15232.0,4.821859094562015,2020
71,서울특별시,광진구,능동,1105059,1121578000,74.0,39.0,35.0,11670.0,5366.0,6304.0,6.341045415595544,2020
72,서울특별시,광진구,광장동,1105063,1121581000,140.0,66.0,74.0,35754.0,17267.0,18487.0,3.9156458018683225,2020
73,서울특별시,광진구,자양1동,1105064,1121582000,93.0,46.0,47.0,22859.0,11016.0,11843.0,4.068419440920425,2020
74,서울특별시,광진구,자양2동,1105065,1121583000,118.0,62.0,56.0,26165.0,12747.0,13418.0,4.5098413911714115,2020
75,서울특별시,광진구,자양3동,1105066,1121584000,159.0,81.0,78.0,28836.0,13875.0,14961.0,5.513940907199334,2020
76,서울특별시,광진구,자양4동,1105067,1121584700,62.0,36.0,26.0,18157.0,9090.0,9067.0,3.414661012281764,2020
77,서울특별시,광진구,구의1동,1105060,1121585000,89.0,46.0,43.0,22244.0,10608.0,11636.0,4.001078942636217,2020
78,서울특별시,광진구,구의2동,1105061,1121586000,126.0,71.0,55.0,27147.0,13051.0,14096.0,4.641396839429771,2020
79,서울특별시,광진구,구의3동,1105062,1121587000,162.0,79.0,83.0,29465.0,13985.0,15480.0,5.498048532156796,2020
80,서울특별시,동대문구,용신동,1106081,1123053600,129.0,73.0,56.0,30922.0,15752.0,15170.0,4.171787077161891,2020
81,서울특별시,동대문구,제기동,1106082,1123054500,99.0,62.0,37.0,25016.0,12825.0,12191.0,3.957467220978574,2020
82,서울특별시,동대문구,전농1동,1106083,1123056000,161.0,85.0,76.0,30388.0,15254.0,15134.0,5.2981440042121895,2020
83,서울특별시,동대문구,전농2동,1106084,1123057000,83.0,49.0,34.0,19354.0,9319.0,10035.0,4.2885191691639974,2020
84,서울특별시,동대문구,답십리1동,1106091,1123060000,247.0,115.0,132.0,29253.0,14193.0,15060.0,8.443578436399685,2020
85,서울특별시,동대문구,답십리2동,1106086,1123061000,196.0,96.0,100.0,29743.0,14488.0,15255.0,6.589785831960461,2020
86,서울특별시,동대문구,장안1동,1106087,1123065000,207.0,110.0,97.0,38664.0,19248.0,19416.0,5.353817504655494,2020
87,서울특별시,동대문구,장안2동,1106088,1123066000,219.0,108.0,111.0,33126.0,16597.0,16529.0,6.6111211737004165,2020
88,서울특별시,동대문구,청량리동,1106080,1123070500,55.0,26.0,29.0,20913.0,10445.0,10468.0,2.6299430975947975,2020
89,서울특별시,동대문구,회기동,1106071,1123071000,29.0,14.0,15.0,10389.0,4938.0,5451.0,2.79141399557224,2020
90,서울특별시,동대문구,휘경1동,1106072,1123072000,75.0,32.0,43.0,13688.0,6687.0,7001.0,5.479251899473992,2020
91,서울특별시,동대문구,휘경2동,1106073,1123073000,84.0,36.0,48.0,24460.0,12138.0,12322.0,3.434178250204415,2020
92,서울특별시,동대문구,이문1동,1106089,1123074000,42.0,22.0,20.0,18572.0,9214.0,9358.0,2.2614688778806804,2020
93,서울특별시,동대문구,이문2동,1106090,1123075000,91.0,46.0,45.0,20668.0,10036.0,10632.0,4.402941745693827,2020
94,서울특별시,중랑구,면목2동,1107052,1126052000,108.0,58.0,50.0,25231.0,12602.0,12629.0,4.280448654433039,2020
95,서울특별시,중랑구,면목4동,1107054,1126054000,90.0,45.0,45.0,19265.0,9629.0,9636.0,4.671684401764859,2020
96,서울특별시,중랑구,면목5동,1107055,1126055000,71.0,33.0,38.0,10343.0,5238.0,5105.0,6.864546069805666,2020
97,서울특별시,중랑구,면목본동,1107071,1126056500,160.0,80.0,80.0,34900.0,17365.0,17535.0,4.584527220630372,2020
98,서울특별시,중랑구,면목7동,1107057,1126057000,119.0,65.0,54.0,22481.0,11270.0,11211.0,5.293358836350696,2020
99,서울특별시,중랑구,면목3·8동,1107072,1126057500,91.0,44.0,47.0,26000.0,12937.0,13063.0,3.5,2020
100,서울특별시,중랑구,상봉1동,1107059,1126058000,128.0,66.0,62.0,25061.0,12278.0,12783.0,5.107537608235904,2020
101,서울특별시,중랑구,상봉2동,1107060,1126059000,129.0,62.0,67.0,19734.0,9624.0,10110.0,6.5369413195500155,2020
102,서울특별시,중랑구,중화1동,1107061,1126060000,133.0,66.0,67.0,20437.0,9997.0,10440.0,6.507804472280667,2020
103,서울특별시,중랑구,중화2동,1107062,1126061000,97.0,52.0,45.0,26045.0,13386.0,12659.0,3.724323286619313,2020
104,서울특별시,중랑구,묵1동,1107064,1126062000,155.0,77.0,78.0,35677.0,17341.0,18336.0,4.344535695265858,2020
105,서울특별시,중랑구,묵2동,1107065,1126063000,93.0,51.0,42.0,19511.0,9595.0,9916.0,4.76654195069448,2020
106,서울특별시,중랑구,망우본동,1107073,1126065500,123.0,61.0,62.0,30428.0,15323.0,15105.0,4.04232943341659,2020
107,서울특별시,중랑구,망우3동,1107068,1126066000,70.0,42.0,28.0,17321.0,8726.0,8595.0,4.0413371052479645,2020
108,서울특별시,중랑구,신내1동,1107069,1126068000,187.0,90.0,97.0,40382.0,19679.0,20703.0,4.630776088356199,2020
109,서울특별시,중랑구,신내2동,1107070,1126069000,136.0,75.0,61.0,21477.0,10237.0,11240.0,6.3323555431391725,2020
110,서울특별시,성북구,성북동,1108081,1129052500,77.0,38.0,39.0,16952.0,7949.0,9003.0,4.542236904200094,2020
111,서울특별시,성북구,삼선동,1108082,1129055500,71.0,31.0,40.0,23958.0,11410.0,12548.0,2.9635194924451125,2020
112,서울특별시,성북구,동선동,1108083,1129057500,47.0,19.0,28.0,15623.0,6584.0,9039.0,3.0083850732893813,2020
113,서울특별시,성북구,돈암1동,1108058,1129058000,71.0,32.0,39.0,15486.0,7241.0,8245.0,4.584786258556115,2020
114,서울특별시,성북구,돈암2동,1108059,1129059000,116.0,57.0,59.0,24721.0,11798.0,12923.0,4.692366813640224,2020
115,서울특별시,성북구,안암동,1108060,1129060000,40.0,20.0,20.0,15416.0,7812.0,7604.0,2.5947067981318113,2020
116,서울특별시,성북구,보문동,1108061,1129061000,84.0,47.0,37.0,16166.0,7816.0,8350.0,5.196090560435482,2020
117,서울특별시,성북구,정릉1동,1108062,1129062000,90.0,49.0,41.0,18906.0,9120.0,9786.0,4.760393525864805,2020
118,서울특별시,성북구,정릉2동,1108063,1129063000,114.0,53.0,61.0,23485.0,11373.0,12112.0,4.854162231211411,2020
119,서울특별시,성북구,정릉3동,1108064,1129064000,68.0,38.0,30.0,15618.0,7743.0,7875.0,4.353950569855296,2020
120,서울특별시,성북구,정릉4동,1108065,1129065000,138.0,71.0,67.0,25899.0,12523.0,13376.0,5.32839105756979,2020
121,서울특별시,성북구,길음1동,1108066,1129066000,192.0,93.0,99.0,36583.0,17428.0,19155.0,5.248339392614056,2020
122,서울특별시,성북구,길음2동,1108068,1129068500,129.0,66.0,63.0,17194.0,8317.0,8877.0,7.502617192043736,2020
123,서울특별시,성북구,종암동,1108084,1129070500,197.0,93.0,104.0,39987.0,19729.0,20258.0,4.926601145372246,2020
124,서울특별시,성북구,월곡1동,1108071,1129071500,136.0,65.0,71.0,27107.0,13107.0,14000.0,5.017154240602059,2020
125,서울특별시,성북구,월곡2동,1108072,1129072500,80.0,41.0,39.0,20127.0,9687.0,10440.0,3.974760272271079,2020
126,서울특별시,성북구,장위1동,1108076,1129076000,70.0,38.0,32.0,20294.0,9904.0,10390.0,3.449295358233961,2020
127,서울특별시,성북구,장위2동,1108077,1129077000,39.0,22.0,17.0,13968.0,6893.0,7075.0,2.7920962199312713,2020
128,서울특별시,성북구,장위3동,1108078,1129078000,148.0,78.0,70.0,17903.0,8893.0,9010.0,8.266770932245992,2020
129,서울특별시,성북구,석관동,1108085,1129081000,161.0,83.0,78.0,35795.0,17706.0,18089.0,4.4978348931415,2020
130,서울특별시,강북구,삼양동,1109069,1130553400,108.0,61.0,47.0,24928.0,12439.0,12489.0,4.332477535301669,2020
131,서울특별시,강북구,미아동,1109070,1130553500,55.0,34.0,21.0,22280.0,10731.0,11549.0,2.468581687612208,2020
132,서울특별시,강북구,송중동,1109071,1130554500,129.0,68.0,61.0,30676.0,14738.0,15938.0,4.205241882905203,2020
133,서울특별시,강북구,송천동,1109072,1130555500,67.0,38.0,29.0,27807.0,13854.0,13953.0,2.409465242564822,2020
134,서울특별시,강북구,삼각산동,1109073,1130557500,148.0,68.0,80.0,32361.0,15553.0,16808.0,4.573406260622354,2020
135,서울특별시,강북구,번1동,1109060,1130559500,59.0,33.0,26.0,19210.0,9598.0,9612.0,3.071317022384175,2020
136,서울특별시,강북구,번2동,1109061,1130560300,56.0,40.0,16.0,16671.0,8102.0,8569.0,3.35912662707696,2020
137,서울특별시,강북구,번3동,1109062,1130560800,52.0,27.0,25.0,17787.0,8399.0,9388.0,2.9234834429639625,2020
138,서울특별시,강북구,수유1동,1109063,1130561500,84.0,48.0,36.0,21386.0,10562.0,10824.0,3.9278032357617136,2020
139,서울특별시,강북구,수유2동,1109064,1130562500,75.0,37.0,38.0,21580.0,10342.0,11238.0,3.475440222428174,2020
140,서울특별시,강북구,수유3동,1109065,1130563500,51.0,21.0,30.0,23647.0,11762.0,11885.0,2.156721782890007,2020
141,서울특별시,강북구,우이동,1109074,1130564500,73.0,40.0,33.0,21025.0,10234.0,10791.0,3.47205707491082,2020
142,서울특별시,강북구,인수동,1109075,1130566000,98.0,47.0,51.0,31840.0,15393.0,16447.0,3.077889447236181,2020
143,서울특별시,도봉구,창1동,1110059,1132051100,107.0,52.0,55.0,25617.0,12213.0,13404.0,4.176913768200804,2020
144,서울특별시,도봉구,창2동,1110060,1132051200,143.0,74.0,69.0,29918.0,14646.0,15272.0,4.7797312654589215,2020
145,서울특별시,도봉구,창3동,1110061,1132051300,42.0,23.0,19.0,14482.0,7239.0,7243.0,2.9001519127192377,2020
146,서울특별시,도봉구,창4동,1110062,1132051400,132.0,77.0,55.0,27499.0,13210.0,14289.0,4.8001745518018835,2020
147,서울특별시,도봉구,창5동,1110063,1132051500,131.0,64.0,67.0,25351.0,12176.0,13175.0,5.167449015817916,2020
148,서울특별시,도봉구,도봉1동,1110064,1132052100,61.0,24.0,37.0,21745.0,11001.0,10744.0,2.8052425845021842,2020
149,서울특별시,도봉구,도봉2동,1110065,1132052200,134.0,75.0,59.0,28180.0,13814.0,14366.0,4.75514549325763,2020
150,서울특별시,도봉구,쌍문1동,1110051,1132066000,82.0,42.0,40.0,21966.0,10600.0,11366.0,3.733041973959756,2020
151,서울특별시,도봉구,쌍문2동,1110052,1132067000,76.0,32.0,44.0,19537.0,9421.0,10116.0,3.8900547678763373,2020
152,서울특별시,도봉구,쌍문3동,1110053,1132068000,55.0,27.0,28.0,16897.0,8203.0,8694.0,3.255015683257383,2020
153,서울특별시,도봉구,쌍문4동,1110054,1132068100,48.0,34.0,14.0,19532.0,9276.0,10256.0,2.4575056317837394,2020
154,서울특별시,도봉구,방학1동,1110055,1132069000,82.0,42.0,40.0,29351.0,14571.0,14780.0,2.793771932813192,2020
155,서울특별시,도봉구,방학2동,1110056,1132070000,55.0,31.0,24.0,20575.0,10395.0,10180.0,2.67314702308627,2020
156,서울특별시,도봉구,방학3동,1110057,1132071000,100.0,56.0,44.0,28172.0,13700.0,14472.0,3.5496237398835726,2020
157,서울특별시,노원구,월계1동,1111051,1135056000,83.0,52.0,31.0,22868.0,11781.0,11087.0,3.629525975161798,2020
158,서울특별시,노원구,월계2동,1111052,1135057000,129.0,67.0,62.0,27840.0,13430.0,14410.0,4.633620689655172,2020
159,서울특별시,노원구,월계3동,1111053,1135058000,195.0,96.0,99.0,30985.0,14854.0,16131.0,6.293367758592868,2020
160,서울특별시,노원구,공릉1동,1111079,1135059500,168.0,88.0,80.0,38011.0,18590.0,19421.0,4.419773223540554,2020
161,서울특별시,노원구,공릉2동,1111056,1135060000,203.0,103.0,100.0,39960.0,19487.0,20473.0,5.08008008008008,2020
162,서울특별시,노원구,하계1동,1111058,1135061100,79.0,45.0,34.0,27886.0,13425.0,14461.0,2.8329627770207275,2020
163,서울특별시,노원구,하계2동,1111059,1135061200,61.0,32.0,29.0,22946.0,10949.0,11997.0,2.6584154100932627,2020
164,서울특별시,노원구,중계본동,1111060,1135061900,43.0,24.0,19.0,25315.0,12391.0,12924.0,1.6985976693659885,2020
165,서울특별시,노원구,중계1동,1111061,1135062100,33.0,21.0,12.0,27594.0,13505.0,14089.0,1.1959121548162643,2020
166,서울특별시,노원구,중계4동,1111064,1135062400,56.0,33.0,23.0,20959.0,10124.0,10835.0,2.671883200534377,2020
167,서울특별시,노원구,중계2·3동,1111078,1135062500,150.0,74.0,76.0,36036.0,16679.0,19357.0,4.162504162504163,2020
168,서울특별시,노원구,상계1동,1111065,1135063000,135.0,78.0,57.0,39547.0,19234.0,20313.0,3.4136596960578554,2020
169,서울특별시,노원구,상계2동,1111066,1135064000,63.0,25.0,38.0,20814.0,10295.0,10519.0,3.026808878639377,2020
170,서울특별시,노원구,상계3·4동,1111076,1135066500,90.0,52.0,38.0,27297.0,13559.0,13738.0,3.297065611605671,2020
171,서울특별시,노원구,상계5동,1111069,1135067000,72.0,42.0,30.0,24864.0,12105.0,12759.0,2.8957528957528957,2020
172,서울특별시,노원구,상계6·7동,1111077,1135069500,180.0,94.0,86.0,33887.0,15747.0,18140.0,5.311771475787175,2020
173,서울특별시,노원구,상계8동,1111072,1135070000,319.0,168.0,151.0,23355.0,11240.0,12115.0,13.658745450652965,2020
174,서울특별시,노원구,상계9동,1111073,1135071000,120.0,58.0,62.0,21492.0,10231.0,11261.0,5.583472920156337,2020
175,서울특별시,노원구,상계10동,1111074,1135072000,98.0,51.0,47.0,16325.0,7501.0,8824.0,6.003062787136294,2020
176,서울특별시,은평구,녹번동,1112051,1138051000,249.0,128.0,121.0,37462.0,17893.0,19569.0,6.64673535849661,2020
177,서울특별시,은평구,불광1동,1112052,1138052000,186.0,98.0,88.0,40013.0,18979.0,21034.0,4.6484892409966765,2020
178,서울특별시,은평구,불광2동,1112072,1138053000,96.0,49.0,47.0,28683.0,13946.0,14737.0,3.3469302374228636,2020
179,서울특별시,은평구,갈현1동,1112055,1138055100,75.0,48.0,27.0,23639.0,11536.0,12103.0,3.1727230424298827,2020
180,서울특별시,은평구,갈현2동,1112056,1138055200,113.0,53.0,60.0,29240.0,13921.0,15319.0,3.8645690834473325,2020
181,서울특별시,은평구,구산동,1112057,1138056000,109.0,61.0,48.0,33164.0,16511.0,16653.0,3.2866964178024363,2020
182,서울특별시,은평구,대조동,1112058,1138057000,94.0,52.0,42.0,27350.0,12788.0,14562.0,3.436928702010969,2020
183,서울특별시,은평구,응암1동,1112059,1138058000,138.0,73.0,65.0,29892.0,14230.0,15662.0,4.616619831393015,2020
184,서울특별시,은평구,응암2동,1112060,1138059000,261.0,127.0,134.0,27403.0,13326.0,14077.0,9.524504616282888,2020
185,서울특별시,은평구,응암3동,1112073,1138060000,92.0,40.0,52.0,25392.0,12409.0,12983.0,3.6231884057971016,2020
186,서울특별시,은평구,역촌동,1112074,1138062500,186.0,86.0,100.0,47107.0,22338.0,24769.0,3.9484577663616873,2020
187,서울특별시,은평구,신사1동,1112065,1138063100,137.0,70.0,67.0,27865.0,13480.0,14385.0,4.91656199533465,2020
188,서울특별시,은평구,신사2동,1112066,1138063200,78.0,41.0,37.0,21113.0,10533.0,10580.0,3.6944062899635295,2020
189,서울특별시,은평구,증산동,1112067,1138064000,73.0,35.0,38.0,15590.0,7649.0,7941.0,4.682488774855677,2020
190,서울특별시,은평구,수색동,1112068,1138065000,38.0,21.0,17.0,9890.0,4918.0,4972.0,3.8422649140546006,2020
191,서울특별시,은평구,진관동,1112071,1138069000,228.0,115.0,113.0,57381.0,26927.0,30454.0,3.9734406859413394,2020
192,서울특별시,서대문구,천연동,1113052,1141052000,104.0,53.0,51.0,18159.0,8637.0,9522.0,5.727187620463682,2020
193,서울특별시,서대문구,북아현동,1113074,1141055500,153.0,90.0,63.0,16977.0,8107.0,8870.0,9.012192966955292,2020
194,서울특별시,서대문구,충현동,1113073,1141056500,92.0,41.0,51.0,17870.0,8581.0,9289.0,5.148293228875209,2020
195,서울특별시,서대문구,신촌동,1113075,1141058500,62.0,31.0,31.0,18963.0,8482.0,10481.0,3.2695248642092496,2020
196,서울특별시,서대문구,연희동,1113076,1141061500,139.0,72.0,67.0,37657.0,18183.0,19474.0,3.691212789122872,2020
197,서울특별시,서대문구,홍제1동,1113062,1141062000,121.0,58.0,63.0,24513.0,11533.0,12980.0,4.936156325215192,2020
198,서울특별시,서대문구,홍제3동,1113064,1141064000,67.0,26.0,41.0,15964.0,7777.0,8187.0,4.196943122024555,2020
199,서울특별시,서대문구,홍제2동,1113065,1141065500,72.0,37.0,35.0,14390.0,6854.0,7536.0,5.003474635163308,2020
200,서울특별시,서대문구,홍은1동,1113066,1141066000,102.0,51.0,51.0,23006.0,11139.0,11867.0,4.433626010605929,2020
201,서울특별시,서대문구,홍은2동,1113068,1141068500,110.0,65.0,45.0,27239.0,13187.0,14052.0,4.0383273982157935,2020
202,서울특별시,서대문구,남가좌1동,1113069,1141069000,124.0,64.0,60.0,16043.0,7733.0,8310.0,7.729227700554759,2020
203,서울특별시,서대문구,남가좌2동,1113070,1141070000,153.0,74.0,79.0,29904.0,14439.0,15465.0,5.11637239165329,2020
204,서울특별시,서대문구,북가좌1동,1113071,1141071000,117.0,57.0,60.0,18646.0,9001.0,9645.0,6.274804247559798,2020
205,서울특별시,서대문구,북가좌2동,1113072,1141072000,145.0,67.0,78.0,32933.0,16021.0,16912.0,4.402878571645462,2020
206,서울특별시,마포구,아현동,1114078,1144055500,280.0,146.0,134.0,24885.0,11667.0,13218.0,11.251758087201125,2020
207,서울특별시,마포구,공덕동,1114077,1144056500,219.0,128.0,91.0,39261.0,18580.0,20681.0,5.578054557958279,2020
208,서울특별시,마포구,도화동,1114075,1144058500,155.0,90.0,65.0,21990.0,10514.0,11476.0,7.048658481127785,2020
209,서울특별시,마포구,용강동,1114059,1144059000,165.0,83.0,82.0,21829.0,10334.0,11495.0,7.558752118741124,2020
210,서울특별시,마포구,대흥동,1114060,1144060000,60.0,32.0,28.0,14188.0,6887.0,7301.0,4.22892585283338,2020
211,서울특별시,마포구,염리동,1114061,1144061000,66.0,28.0,38.0,12206.0,5898.0,6308.0,5.407176798295921,2020
212,서울특별시,마포구,신수동,1114063,1144063000,153.0,75.0,78.0,23302.0,11331.0,11971.0,6.565960003433181,2020
213,서울특별시,마포구,서강동,1114076,1144065500,128.0,68.0,60.0,24998.0,11899.0,13099.0,5.120409632770622,2020
