,SD,SGG,NAME_AD,CODE,CODE_AD,B_ALL,B_M,B_F,PM_ALL,PM_M,PM_F,CBR,YEAR
72,서울특별시,광진구,광장동,1105063,1121581000,158.0,93.0,65.0,36219.0,17591.0,18628.0,4.362351252105249,2018
73,서울특별시,광진구,자양1동,1105064,1121582000,132.0,64.0,68.0,23393.0,11350.0,12043.0,5.6427136322831615,2018
74,서울특별시,광진구,자양2동,1105065,1121583000,172.0,85.0,87.0,27328.0,13430.0,13898.0,6.293911007025761,2018
75,서울특별시,광진구,자양3동,1105066,1121584000,224.0,124.0,100.0,29925.0,14467.0,15458.0,7.485380116959065,2018
76,서울특별시,광진구,자양4동,1105067,1121584700,107.0,42.0,65.0,19841.0,9974.0,9867.0,5.392873343077466,2018
77,서울특별시,광진구,구의1동,1105060,1121585000,166.0,81.0,85.0,22708.0,10887.0,11821.0,7.310199048793377,2018
78,서울특별시,광진구,구의2동,1105061,1121586000,191.0,111.0,80.0,25506.0,12398.0,13108.0,7.488434093938681,2018
79,서울특별시,광진구,구의3동,1105062,1121587000,200.0,95.0,105.0,30175.0,14385.0,15790.0,6.628003314001656,2018
80,서울특별시,동대문구,용신동,1106081,1123053600,155.0,89.0,66.0,30421.0,15696.0,14725.0,5.095164524506098,2018
81,서울특별시,동대문구,제기동,1106082,1123054500,121.0,69.0,52.0,25242.0,12926.0,12316.0,4.793597971634577,2018
82,서울특별시,동대문구,전농1동,1106083,1123056000,188.0,104.0,84.0,29695.0,15038.0,14657.0,6.3310321602963455,2018
83,서울특별시,동대문구,전농2동,1106084,1123057000,112.0,54.0,58.0,19978.0,9631.0,10347.0,5.606166783461807,2018
84,서울특별시,동대문구,답십리1동,1106091,1123060000,255.0,131.0,124.0,27369.0,13372.0,13997.0,9.31711059958347,2018
85,서울특별시,동대문구,답십리2동,1106086,1123061000,152.0,79.0,73.0,28995.0,14194.0,14801.0,5.242283152267632,2018
86,서울특별시,동대문구,장안1동,1106087,1123065000,262.0,141.0,121.0,38702.0,19376.0,19326.0,6.76967598573717,2018
87,서울특별시,동대문구,장안2동,1106088,1123066000,190.0,107.0,83.0,30901.0,15532.0,15369.0,6.148668327885829,2018
88,서울특별시,동대문구,청량리동,1106080,1123070500,72.0,47.0,25.0,22022.0,11063.0,10959.0,3.2694578149123603,2018
89,서울특별시,동대문구,회기동,1106071,1123071000,43.0,21.0,22.0,10313.0,4945.0,5368.0,4.169494812372734,2018
90,서울특별시,동대문구,휘경1동,1106072,1123072000,68.0,27.0,41.0,12990.0,6531.0,6459.0,5.234795996920708,2018
91,서울특별시,동대문구,휘경2동,1106073,1123073000,117.0,70.0,47.0,24623.0,12132.0,12491.0,4.751654956747756,2018
92,서울특별시,동대문구,이문1동,1106089,1123074000,82.0,32.0,50.0,26997.0,13493.0,13504.0,3.0373745230951585,2018
93,서울특별시,동대문구,이문2동,1106090,1123075000,102.0,45.0,57.0,21669.0,10652.0,11017.0,4.7071853800359955,2018
94,서울특별시,중랑구,면목2동,1107052,1126052000,137.0,63.0,74.0,26255.0,13168.0,13087.0,5.21805370405637,2018
95,서울특별시,중랑구,면목4동,1107054,1126054000,132.0,71.0,61.0,20666.0,10261.0,10405.0,6.387302816219878,2018
96,서울특별시,중랑구,면목5동,1107055,1126055000,72.0,35.0,37.0,10097.0,5182.0,4915.0,7.1308309398831335,2018
97,서울특별시,중랑구,면목본동,1107071,1126056500,241.0,123.0,118.0,35895.0,17935.0,17960.0,6.714027023262293,2018
98,서울특별시,중랑구,면목7동,1107057,1126057000,124.0,62.0,62.0,22119.0,11018.0,11101.0,5.606040056060401,2018
99,서울특별시,중랑구,면목3·8동,1107072,1126057500,145.0,74.0,71.0,26981.0,13551.0,13430.0,5.374152181164524,2018
100,서울특별시,중랑구,상봉1동,1107059,1126058000,172.0,92.0,80.0,25676.0,12586.0,13090.0,6.698862751207353,2018
101,서울특별시,중랑구,상봉2동,1107060,1126059000,140.0,69.0,71.0,18730.0,9256.0,9474.0,7.474639615589963,2018
102,서울특별시,중랑구,중화1동,1107061,1126060000,166.0,90.0,76.0,20841.0,10313.0,10528.0,7.965068854661484,2018
103,서울특별시,중랑구,중화2동,1107062,1126061000,137.0,70.0,67.0,28095.0,14526.0,13569.0,4.8763125111229755,2018
104,서울특별시,중랑구,묵1동,1107064,1126062000,231.0,132.0,99.0,36195.0,17706.0,18489.0,6.382096974720265,2018
105,서울특별시,중랑구,묵2동,1107065,1126063000,144.0,63.0,81.0,20169.0,9954.0,10215.0,7.139669790272199,2018
106,서울특별시,중랑구,망우본동,1107073,1126065500,189.0,98.0,91.0,31677.0,16054.0,15623.0,5.96647409792594,2018
107,서울특별시,중랑구,망우3동,1107068,1126066000,96.0,50.0,46.0,18158.0,9127.0,9031.0,5.286925872893491,2018
108,서울특별시,중랑구,신내1동,1107069,1126068000,201.0,102.0,99.0,41043.0,20128.0,20915.0,4.897302828740589,2018
109,서울특별시,중랑구,신내2동,1107070,1126069000,174.0,103.0,71.0,22521.0,10827.0,11694.0,7.726122285866524,2018
110,서울특별시,성북구,성북동,1108081,1129052500,71.0,40.0,31.0,17457.0,8284.0,9173.0,4.067136392278169,2018
111,서울특별시,성북구,삼선동,1108082,1129055500,112.0,64.0,48.0,26516.0,12826.0,13690.0,4.223864836325237,2018
112,서울특별시,성북구,동선동,1108083,1129057500,64.0,35.0,29.0,15649.0,6770.0,8879.0,4.0897181928557735,2018
113,서울특별시,성북구,돈암1동,1108058,1129058000,107.0,52.0,55.0,16391.0,7691.0,8700.0,6.527972667927521,2018
114,서울특별시,성북구,돈암2동,1108059,1129059000,137.0,72.0,65.0,25108.0,12015.0,13093.0,5.4564282300462,2018
115,서울특별시,성북구,안암동,1108060,1129060000,59.0,33.0,26.0,15264.0,7759.0,7505.0,3.865303983228512,2018
116,서울특별시,성북구,보문동,1108061,1129061000,131.0,64.0,67.0,16912.0,8219.0,8693.0,7.7459791863765375,2018
117,서울특별시,성북구,정릉1동,1108062,1129062000,122.0,72.0,50.0,18197.0,8794.0,9403.0,6.704401824476562,2018
118,서울특별시,성북구,정릉2동,1108063,1129063000,153.0,72.0,81.0,24064.0,11798.0,12266.0,6.3580452127659575,2018
119,서울특별시,성북구,정릉3동,1108064,1129064000,95.0,52.0,43.0,15962.0,7989.0,7973.0,5.951635133441925,2018
120,서울특별시,성북구,정릉4동,1108065,1129065000,158.0,92.0,66.0,27047.0,13187.0,13860.0,5.84168299626576,2018
121,서울특별시,성북구,길음1동,1108066,1129066000,239.0,121.0,118.0,37683.0,18028.0,19655.0,6.342382506700634,2018
122,서울특별시,성북구,길음2동,1108068,1129068500,57.0,28.0,29.0,11765.0,5745.0,6020.0,4.844878878028049,2018
123,서울특별시,성북구,종암동,1108084,1129070500,218.0,118.0,100.0,40926.0,20309.0,20617.0,5.326687191516395,2018
124,서울특별시,성북구,월곡1동,1108071,1129071500,142.0,77.0,65.0,27762.0,13531.0,14231.0,5.114905266191197,2018
125,서울특별시,성북구,월곡2동,1108072,1129072500,108.0,57.0,51.0,20237.0,9915.0,10322.0,5.336759401097,2018
126,서울특별시,성북구,장위1동,1108076,1129076000,85.0,47.0,38.0,21018.0,10408.0,10610.0,4.0441526310781235,2018
127,서울특별시,성북구,장위2동,1108077,1129077000,59.0,36.0,23.0,16435.0,8255.0,8180.0,3.589899604502586,2018
128,서울특별시,성북구,장위3동,1108078,1129078000,48.0,25.0,23.0,11727.0,5902.0,5825.0,4.0931184446149915,2018
129,서울특별시,성북구,석관동,1108085,1129081000,145.0,78.0,67.0,33172.0,16482.0,16690.0,4.371156396961293,2018
130,서울특별시,강북구,삼양동,1109069,1130553400,128.0,65.0,63.0,27704.0,13821.0,13883.0,4.620271440947156,2018
131,서울특별시,강북구,미아동,1109070,1130553500,106.0,57.0,49.0,22721.0,10974.0,11747.0,4.6652876193829504,2018
132,서울특별시,강북구,송중동,1109071,1130554500,112.0,60.0,52.0,29427.0,14191.0,15236.0,3.806028477248785,2018
133,서울특별시,강북구,송천동,1109072,1130555500,123.0,60.0,63.0,29181.0,14578.0,14603.0,4.215071450601419,2018
134,서울특별시,강북구,삼각산동,1109073,1130557500,156.0,83.0,73.0,33534.0,16176.0,17358.0,4.651994990159242,2018
135,서울특별시,강북구,번1동,1109060,1130559000,91.0,47.0,44.0,19634.0,9762.0,9872.0,4.634817153916675,2018
136,서울특별시,강북구,번2동,1109061,1130560000,78.0,36.0,42.0,17561.0,8511.0,9050.0,4.4416604976937535,2018
137,서울특별시,강북구,번3동,1109062,1130560600,83.0,42.0,41.0,19014.0,9049.0,9965.0,4.365204586094457,2018
138,서울특별시,강북구,수유1동,1109063,1130561000,87.0,43.0,44.0,22055.0,10906.0,11149.0,3.9446837451824983,2018
139,서울특별시,강북구,수유2동,1109064,1130562000,93.0,51.0,42.0,22422.0,10894.0,11528.0,4.147712068504148,2018
140,서울특별시,강북구,수유3동,1109065,1130563000,122.0,52.0,70.0,23872.0,11937.0,11935.0,5.11058981233244,2018
141,서울특별시,강북구,우이동,1109074,1130564500,109.0,55.0,54.0,21764.0,10617.0,11147.0,5.008270538503951,2018
142,서울특별시,강북구,인수동,1109075,1130566000,130.0,70.0,60.0,32868.0,16049.0,16819.0,3.955214798588292,2018
143,서울특별시,도봉구,창1동,1110059,1132051100,160.0,79.0,81.0,26849.0,12895.0,13954.0,5.959253603486164,2018
144,서울특별시,도봉구,창2동,1110060,1132051200,213.0,113.0,100.0,31292.0,15354.0,15938.0,6.8068515914610765,2018
145,서울특별시,도봉구,창3동,1110061,1132051300,78.0,45.0,33.0,15202.0,7596.0,7606.0,5.130903828443627,2018
146,서울특별시,도봉구,창4동,1110062,1132051400,160.0,86.0,74.0,28575.0,13813.0,14762.0,5.5993000874890635,2018
147,서울특별시,도봉구,창5동,1110063,1132051500,153.0,94.0,59.0,26177.0,12667.0,13510.0,5.844825610268557,2018
148,서울특별시,도봉구,도봉1동,1110064,1132052100,85.0,44.0,41.0,22934.0,11587.0,11347.0,3.7062876079183744,2018
149,서울특별시,도봉구,도봉2동,1110065,1132052200,174.0,87.0,87.0,29042.0,14266.0,14776.0,5.991322911645203,2018
150,서울특별시,도봉구,쌍문1동,1110051,1132066000,118.0,68.0,50.0,22176.0,10774.0,11402.0,5.321067821067821,2018
151,서울특별시,도봉구,쌍문2동,1110052,1132067000,106.0,55.0,51.0,20377.0,9883.0,10494.0,5.201943367522206,2018
152,서울특별시,도봉구,쌍문3동,1110053,1132068000,84.0,42.0,42.0,17258.0,8356.0,8902.0,4.867307915169777,2018
153,서울특별시,도봉구,쌍문4동,1110054,1132068100,60.0,37.0,23.0,20167.0,9634.0,10533.0,2.9751574354142907,2018
154,서울특별시,도봉구,방학1동,1110055,1132069000,119.0,58.0,61.0,30376.0,15077.0,15299.0,3.917566499868317,2018
155,서울특별시,도봉구,방학2동,1110056,1132070000,98.0,55.0,43.0,21719.0,10975.0,10744.0,4.512178277084581,2018
156,서울특별시,도봉구,방학3동,1110057,1132071000,149.0,76.0,73.0,29494.0,14429.0,15065.0,5.051874957618499,2018
157,서울특별시,노원구,월계1동,1111051,1135056000,113.0,59.0,54.0,23683.0,12231.0,11452.0,4.771354980365663,2018
158,서울특별시,노원구,월계2동,1111052,1135057000,152.0,78.0,74.0,26841.0,12973.0,13868.0,5.662978279497783,2018
159,서울특별시,노원구,월계3동,1111053,1135058000,270.0,149.0,121.0,32645.0,15747.0,16898.0,8.270791851738398,2018
160,서울특별시,노원구,공릉1동,1111079,1135059500,223.0,121.0,102.0,39167.0,19241.0,19926.0,5.693568565373911,2018
161,서울특별시,노원구,공릉2동,1111056,1135060000,219.0,108.0,111.0,41170.0,20183.0,20987.0,5.319407335438426,2018
162,서울특별시,노원구,하계1동,1111058,1135061100,93.0,49.0,44.0,29618.0,14369.0,15249.0,3.13998244310892,2018
163,서울특별시,노원구,하계2동,1111059,1135061200,112.0,57.0,55.0,23995.0,11502.0,12493.0,4.667639091477391,2018
164,서울특별시,노원구,중계본동,1111060,1135061900,49.0,27.0,22.0,26961.0,13238.0,13723.0,1.817440005934498,2018
165,서울특별시,노원구,중계1동,1111061,1135062100,44.0,25.0,19.0,28327.0,13840.0,14487.0,1.553288382108942,2018
166,서울특별시,노원구,중계4동,1111064,1135062400,90.0,43.0,47.0,21812.0,10642.0,11170.0,4.126169081239685,2018
167,서울특별시,노원구,중계2·3동,1111078,1135062500,221.0,124.0,97.0,38091.0,17817.0,20274.0,5.801895460870021,2018
168,서울특별시,노원구,상계1동,1111065,1135063000,203.0,102.0,101.0,41141.0,20089.0,21052.0,4.934250504363043,2018
169,서울특별시,노원구,상계2동,1111066,1135064000,79.0,44.0,35.0,21591.0,10662.0,10929.0,3.6589319623917373,2018
170,서울특별시,노원구,상계3·4동,1111076,1135066500,71.0,36.0,35.0,26953.0,13478.0,13475.0,2.634215115200534,2018
171,서울특별시,노원구,상계5동,1111069,1135067000,96.0,56.0,40.0,26455.0,12959.0,13496.0,3.6288036288036287,2018
172,서울특별시,노원구,상계6·7동,1111077,1135069500,252.0,120.0,132.0,35619.0,16671.0,18948.0,7.074875768550493,2018
173,서울특별시,노원구,상계8동,1111072,1135070000,357.0,193.0,164.0,24677.0,11925.0,12752.0,14.466912509624347,2018
174,서울특별시,노원구,상계9동,1111073,1135071000,139.0,75.0,64.0,22508.0,10840.0,11668.0,6.175582015283455,2018
175,서울특별시,노원구,상계10동,1111074,1135072000,128.0,59.0,69.0,17117.0,7910.0,9207.0,7.477945901735117,2018
176,서울특별시,은평구,녹번동,1112051,1138051000,195.0,98.0,97.0,32750.0,15782.0,16968.0,5.9541984732824424,2018
177,서울특별시,은평구,불광1동,1112052,1138052000,262.0,123.0,139.0,41683.0,19926.0,21757.0,6.285536069860615,2018
178,서울특별시,은평구,불광2동,1112072,1138053000,169.0,86.0,83.0,29818.0,14555.0,15263.0,5.667717486082232,2018
179,서울특별시,은평구,갈현1동,1112055,1138055100,113.0,61.0,52.0,25002.0,12224.0,12778.0,4.519638428925686,2018
180,서울특별시,은평구,갈현2동,1112056,1138055200,206.0,108.0,98.0,30472.0,14579.0,15893.0,6.760304541874508,2018
181,서울특별시,은평구,구산동,1112057,1138056000,176.0,99.0,77.0,33695.0,16893.0,16802.0,5.22332690310135,2018
182,서울특별시,은평구,대조동,1112058,1138057000,182.0,83.0,99.0,32535.0,15365.0,17170.0,5.593975718457046,2018
183,서울특별시,은평구,응암1동,1112059,1138058000,144.0,84.0,60.0,25949.0,12502.0,13447.0,5.549346795637597,2018
184,서울특별시,은평구,응암2동,1112060,1138059000,175.0,80.0,95.0,21206.0,10421.0,10785.0,8.252381401490144,2018
185,서울특별시,은평구,응암3동,1112073,1138060000,106.0,51.0,55.0,26169.0,12883.0,13286.0,4.05059421452864,2018
186,서울특별시,은평구,역촌동,1112074,1138062500,331.0,165.0,166.0,50070.0,23899.0,26171.0,6.610744957060116,2018
187,서울특별시,은평구,신사1동,1112065,1138063100,165.0,78.0,87.0,27848.0,13528.0,14320.0,5.925021545532893,2018
188,서울특별시,은평구,신사2동,1112066,1138063200,121.0,60.0,61.0,22173.0,11110.0,11063.0,5.457087448698868,2018
189,서울특별시,은평구,증산동,1112067,1138064000,72.0,34.0,38.0,16470.0,8158.0,8312.0,4.371584699453552,2018
190,서울특별시,은평구,수색동,1112068,1138065000,62.0,32.0,30.0,12051.0,6037.0,6014.0,5.144801261306116,2018
191,서울특별시,은평구,진관동,1112071,1138069000,275.0,150.0,125.0,56130.0,26661.0,29469.0,4.899340815962943,2018
192,서울특별시,서대문구,천연동,1113052,1141052000,135.0,73.0,62.0,19024.0,9095.0,9929.0,7.096299411269975,2018
193,서울특별시,서대문구,북아현동,1113074,1141055500,172.0,94.0,78.0,17448.0,8321.0,9127.0,9.857863365428702,2018
194,서울특별시,서대문구,충현동,1113073,1141056500,69.0,37.0,32.0,18100.0,8856.0,9244.0,3.812154696132597,2018
195,서울특별시,서대문구,신촌동,1113075,1141058500,92.0,53.0,39.0,18445.0,8426.0,10019.0,4.9878015722418,2018
196,서울특별시,서대문구,연희동,1113076,1141061500,156.0,69.0,87.0,37514.0,18173.0,19341.0,4.158447512928507,2018
197,서울특별시,서대문구,홍제1동,1113062,1141062000,135.0,71.0,64.0,23079.0,10854.0,12225.0,5.849473547380735,2018
198,서울특별시,서대문구,홍제3동,1113064,1141064000,71.0,31.0,40.0,16615.0,8060.0,8555.0,4.273247065904304,2018
199,서울특별시,서대문구,홍제2동,1113065,1141065500,81.0,44.0,37.0,14793.0,7088.0,7705.0,5.47556276617319,2018
200,서울특별시,서대문구,홍은1동,1113066,1141066000,103.0,65.0,38.0,23945.0,11690.0,12255.0,4.30152432658175,2018
201,서울특별시,서대문구,홍은2동,1113068,1141068500,121.0,74.0,47.0,29069.0,14213.0,14856.0,4.162509890261103,2018
202,서울특별시,서대문구,남가좌1동,1113069,1141069000,148.0,79.0,69.0,16866.0,8126.0,8740.0,8.775050397248904,2018
203,서울특별시,서대문구,남가좌2동,1113070,1141070000,102.0,48.0,54.0,22385.0,10828.0,11557.0,4.55662273844092,2018
204,서울특별시,서대문구,북가좌1동,1113071,1141071000,136.0,72.0,64.0,19395.0,9397.0,9998.0,7.012116524877546,2018
205,서울특별시,서대문구,북가좌2동,1113072,1141072000,174.0,102.0,72.0,34143.0,16748.0,17395.0,5.096212986556542,2018
206,서울특별시,마포구,아현동,1114078,1144055500,345.0,165.0,180.0,25281.0,11959.0,13322.0,13.646612080218347,2018
207,서울특별시,마포구,공덕동,1114077,1144056500,291.0,141.0,150.0,39964.0,19043.0,20921.0,7.281553398058253,2018
208,서울특별시,마포구,도화동,1114075,1144058500,197.0,104.0,93.0,22732.0,10849.0,11883.0,8.666197430934366,2018
209,서울특별시,마포구,용강동,1114059,1144059000,186.0,97.0,89.0,22089.0,10556.0,11533.0,8.420480782289827,2018
210,서울특별시,마포구,대흥동,1114060,1144060000,39.0,19.0,20.0,11960.0,5850.0,6110.0,3.260869565217391,2018
211,서울특별시,마포구,염리동,1114061,1144061000,65.0,36.0,29.0,10322.0,5001.0,5321.0,6.297229219143577,2018
212,서울특별시,마포구,신수동,1114063,1144063000,142.0,78.0,64.0,21359.0,10431.0,10928.0,6.6482513226274635,2018
213,서울특별시,마포구,서강동,1114076,1144065500,156.0,84.0,72.0,25094.0,12020.0,13074.0,6.216625488164502,2018
214,서울특별시,마포구,서교동,1114066,1144066000,125.0,57.0,68.0,24693.0,11490.0,13203.0,5.0621633661361525,2018
