,SD,SGG,NAME_AD,CODE,CODE_AD,P_ALL,H,P_M,P_F,AREA_KM,P_DEN,YEAR
23,서울특별시,중구,을지로동,1102060,1114060500,1816.0,1373.0,1096.0,720.0,0.6111918241216073,2971.243934111715,2020
24,서울특별시,중구,신당동,1102069,1114061500,7692.0,4629.0,3849.0,3843.0,0.5345379543285607,14389.997824685828,2020
25,서울특별시,중구,다산동,1102070,1114062500,14243.0,6965.0,6907.0,7336.0,0.523575882479399,27203.315654174377,2020
26,서울특별시,중구,약수동,1102071,1114063500,17128.0,7809.0,8066.0,9062.0,0.4858661432881869,35252.50778760415,2020
27,서울특별시,중구,청구동,1102072,1114064500,14056.0,6413.0,6668.0,7388.0,0.34231210884790025,41061.94211857551,2020
28,서울특별시,중구,신당5동,1102065,1114065000,10527.0,5392.0,5122.0,5405.0,0.31946444098954646,32952.02422965273,2020
29,서울특별시,중구,동화동,1102073,1114066500,10656.0,4172.0,5143.0,5513.0,0.3267983838833361,32607.260395155718,2020
30,서울특별시,중구,황학동,1102067,1114067000,12583.0,6927.0,6004.0,6579.0,0.32839119132113104,38317.105734103534,2020
31,서울특별시,중구,중림동,1102068,1114068000,12498.0,5843.0,6232.0,6266.0,0.4840231638559743,25821.078273268133,2020
32,서울특별시,용산구,후암동,1103051,1117051000,17696.0,8710.0,8591.0,9105.0,0.8652440803747231,20452.032439604962,2020
33,서울특별시,용산구,용산2가동,1103052,1117052000,9972.0,5407.0,4798.0,5174.0,1.9653796463288185,5073.82887506083,2020
34,서울특별시,용산구,남영동,1103053,1117053000,7623.0,5385.0,4641.0,2982.0,1.1769087976047783,6477.137409044932,2020
35,서울특별시,용산구,청파동,1103071,1117055500,19829.0,11110.0,9325.0,10504.0,0.8855240861937105,22392.389218041393,2020
36,서울특별시,용산구,원효로1동,1103072,1117056000,16089.0,8039.0,7748.0,8341.0,0.5886182445793732,27333.505456490235,2020
37,서울특별시,용산구,원효로2동,1103057,1117057000,14202.0,6042.0,6677.0,7525.0,0.7084486920709349,20046.617572946267,2020
38,서울특별시,용산구,효창동,1103058,1117058000,10205.0,4381.0,4834.0,5371.0,0.4458646405304863,22888.112382848234,2020
39,서울특별시,용산구,용문동,1103059,1117059000,12327.0,5448.0,5879.0,6448.0,0.2773250018001038,44449.65264576224,2020
40,서울특별시,용산구,한강로동,1103073,1117062500,20444.0,10875.0,9858.0,10586.0,2.8676759438418085,7129.11793395013,2020
41,서울특별시,용산구,이촌1동,1103063,1117063000,28139.0,10337.0,13152.0,14987.0,2.8706224573834738,9802.403631179088,2020
42,서울특별시,용산구,이촌2동,1103064,1117064000,8727.0,3851.0,4101.0,4626.0,1.2046477117002405,7244.44160333207,2020
43,서울특별시,용산구,이태원1동,1103065,1117065000,6923.0,3934.0,3290.0,3633.0,0.5824611004865308,11885.772275980673,2020
44,서울특별시,용산구,이태원2동,1103066,1117066000,9285.0,5035.0,4276.0,5009.0,0.8735874397271759,10628.586879522598,2020
45,서울특별시,용산구,한남동,1103074,1117068500,21176.0,11428.0,10185.0,10991.0,3.029614718166577,6989.667654115114,2020
46,서울특별시,용산구,서빙고동,1103069,1117069000,13187.0,5324.0,6328.0,6859.0,2.819832465276948,4676.51896429416,2020
47,서울특별시,용산구,보광동,1103070,1117070000,14216.0,7787.0,7039.0,7177.0,0.7145584725698102,19894.802938763194,2020
48,서울특별시,성동구,왕십리2동,1104052,1120052000,17085.0,7634.0,8309.0,8776.0,0.37214346048099517,45909.71443624899,2020
49,서울특별시,성동구,왕십리도선동,1104071,1120053500,27081.0,12033.0,12914.0,14167.0,0.7097473351237965,38155.83188526723,2020
50,서울특별시,성동구,마장동,1104054,1120054000,22785.0,10922.0,11244.0,11541.0,1.0344892918079036,22025.360900720654,2020
51,서울특별시,성동구,사근동,1104055,1120055000,11932.0,7805.0,6099.0,5833.0,1.1683267093078056,10212.896705125666,2020
52,서울특별시,성동구,행당1동,1104056,1120056000,14077.0,6459.0,6794.0,7283.0,0.5731304007756738,24561.60060772943,2020
53,서울특별시,성동구,행당2동,1104057,1120057000,24063.0,9482.0,11289.0,12774.0,0.45732217618381715,52617.172866613975,2020
54,서울특별시,성동구,응봉동,1104058,1120058000,15764.0,6135.0,7479.0,8285.0,0.5531645845734053,28497.84754777284,2020
55,서울특별시,성동구,금호1가동,1104059,1120059000,15711.0,6720.0,7516.0,8195.0,0.44509695082393946,35297.92772319973,2020
56,서울특별시,성동구,금호2·3가동,1104072,1120061500,23409.0,10324.0,11157.0,12252.0,0.6307189453062033,37114.788090970265,2020
57,서울특별시,성동구,금호4가동,1104062,1120062000,14704.0,6463.0,7032.0,7672.0,0.8312118305920269,17689.834839726886,2020
58,서울특별시,성동구,옥수동,1104073,1120064500,26661.0,11093.0,12417.0,14244.0,1.9207190902653366,13880.73879992359,2020
59,서울특별시,성동구,성수1가1동,1104065,1120065000,16553.0,7667.0,8284.0,8269.0,1.8844414977930262,8784.034961757176,2020
60,서울특별시,성동구,성수1가2동,1104066,1120066000,13452.0,6524.0,6608.0,6844.0,0.9293784492267112,14474.189724533348,2020
61,서울특별시,성동구,성수2가1동,1104067,1120067000,16589.0,8454.0,8682.0,7907.0,1.1840609126511297,14010.258951000238,2020
62,서울특별시,성동구,성수2가3동,1104068,1120069000,11177.0,5712.0,5672.0,5505.0,1.0536967254849892,10607.416469720467,2020
63,서울특별시,성동구,송정동,1104069,1120072000,10725.0,5574.0,5664.0,5061.0,0.6813944660156358,15739.781484744104,2020
64,서울특별시,성동구,용답동,1104070,1120079000,11788.0,6869.0,6227.0,5561.0,2.375334162347166,4962.670173678549,2020
65,서울특별시,광진구,화양동,1105053,1121571000,22658.0,17061.0,10734.0,11924.0,1.1651153546460666,19447.001457536317,2020
66,서울특별시,광진구,군자동,1105054,1121573000,19930.0,11166.0,9841.0,10089.0,0.7374601372961326,27025.189555428078,2020
67,서울특별시,광진구,중곡1동,1105055,1121574000,15792.0,8338.0,7686.0,8106.0,0.6140336009462907,25718.46227252525,2020
68,서울특별시,광진구,중곡2동,1105056,1121575000,21943.0,10621.0,10394.0,11549.0,0.545123042805675,40253.297470351514,2020
69,서울특별시,광진구,중곡3동,1105057,1121576000,16683.0,8572.0,8281.0,8402.0,0.6014042506921091,27740.076630321186,2020
70,서울특별시,광진구,중곡4동,1105058,1121577000,29387.0,13264.0,14401.0,14986.0,2.3116869759685112,12712.361277931212,2020
71,서울특별시,광진구,능동,1105059,1121578000,11610.0,6511.0,5329.0,6281.0,1.0912666209287558,10639.013213946702,2020
72,서울특별시,광진구,광장동,1105063,1121581000,35440.0,12073.0,17122.0,18318.0,2.3919134431122133,14816.589664669309,2020
73,서울특별시,광진구,자양1동,1105064,1121582000,22790.0,11869.0,10950.0,11840.0,0.5684313694516782,40092.79083591701,2020
74,서울특별시,광진구,자양2동,1105065,1121583000,25641.0,11217.0,12496.0,13145.0,1.6562504546261851,15481.354241069272,2020
75,서울특별시,광진구,자양3동,1105066,1121584000,28687.0,11178.0,13771.0,14916.0,1.1955033964923987,23995.749476051278,2020
76,서울특별시,광진구,자양4동,1105067,1121584700,17810.0,9540.0,8877.0,8933.0,1.1791213168766332,15104.467831331209,2020
77,서울특별시,광진구,구의1동,1105060,1121585000,22040.0,12122.0,10528.0,11512.0,0.5648787950678541,39017.21960965542,2020
78,서울특별시,광진구,구의2동,1105061,1121586000,26954.0,11693.0,12961.0,13993.0,1.3869718853224748,19433.703224440716,2020
79,서울특별시,광진구,구의3동,1105062,1121587000,29317.0,12202.0,13939.0,15378.0,1.0267702186109895,28552.639596091827,2020
80,서울특별시,동대문구,용신동,1106081,1123053600,31190.0,18442.0,15822.0,15368.0,1.6171723870448538,19286.750287021143,2020
81,서울특별시,동대문구,제기동,1106082,1123054500,24994.0,13340.0,12826.0,12168.0,1.1808077470863703,21166.866546795965,2020
82,서울특별시,동대문구,전농1동,1106083,1123056000,30204.0,15234.0,15170.0,15034.0,1.1258371944871466,26828.035303771296,2020
83,서울특별시,동대문구,전농2동,1106084,1123057000,19181.0,7803.0,9228.0,9953.0,0.9768211385081356,19636.143449244417,2020
84,서울특별시,동대문구,답십리1동,1106091,1123060000,29099.0,12913.0,14092.0,15007.0,0.7876413471482151,36944.48000394813,2020
85,서울특별시,동대문구,답십리2동,1106086,1123061000,29209.0,12852.0,14181.0,15028.0,0.8750762664747657,33378.80493281815,2020
86,서울특별시,동대문구,장안1동,1106087,1123065000,38710.0,18269.0,19238.0,19472.0,1.3411408014907682,28863.486933639804,2020
87,서울특별시,동대문구,장안2동,1106088,1123066000,33039.0,14039.0,16525.0,16514.0,0.9958770812282571,33175.78105046017,2020
88,서울특별시,동대문구,청량리동,1106080,1123070500,19870.0,10088.0,9923.0,9947.0,1.2034821018079334,16510.42418507949,2020
89,서울특별시,동대문구,회기동,1106071,1123071000,10473.0,6315.0,5016.0,5457.0,0.7663325189404716,13666.391208975354,2020
90,서울특별시,동대문구,휘경1동,1106072,1123072000,13631.0,7202.0,6590.0,7041.0,0.5213976276859382,26143.19528168352,2020
91,서울특별시,동대문구,휘경2동,1106073,1123073000,24297.0,11858.0,12054.0,12243.0,1.1127575054326526,21834.945962061207,2020
92,서울특별시,동대문구,이문1동,1106089,1123074000,18477.0,10524.0,9185.0,9292.0,1.0388087812228628,17786.71910941038,2020
93,서울특별시,동대문구,이문2동,1106090,1123075000,20463.0,8719.0,9919.0,10544.0,0.7233361482405555,28289.751659410704,2020
94,서울특별시,중랑구,면목2동,1107052,1126052000,24865.0,12334.0,12381.0,12484.0,0.762536374837723,32608.280497165233,2020
95,서울특별시,중랑구,면목4동,1107054,1126054000,18972.0,9052.0,9458.0,9514.0,0.8428184553082634,22510.185770743396,2020
96,서울특별시,중랑구,면목5동,1107055,1126055000,14537.0,6345.0,7332.0,7205.0,0.7043952091779216,20637.562281216666,2020
97,서울특별시,중랑구,면목본동,1107071,1126056500,34622.0,17897.0,17189.0,17433.0,0.8483657831342337,40810.22677752421,2020
98,서울특별시,중랑구,면목7동,1107057,1126057000,22386.0,10718.0,11223.0,11163.0,1.2345240150637056,18133.304599056184,2020
99,서울특별시,중랑구,면목3·8동,1107072,1126057500,25576.0,12793.0,12710.0,12866.0,1.6135314302240855,15850.946266629608,2020
100,서울특별시,중랑구,상봉1동,1107059,1126058000,24763.0,10300.0,12109.0,12654.0,0.8535618367011685,29011.37203568476,2020
101,서울특별시,중랑구,상봉2동,1107060,1126059000,19899.0,11716.0,9691.0,10208.0,0.6769249465489521,29396.16880933047,2020
102,서울특별시,중랑구,중화1동,1107061,1126060000,20224.0,9122.0,9905.0,10319.0,0.6410009127208753,31550.65710305247,2020
103,서울특별시,중랑구,중화2동,1107062,1126061000,25578.0,13893.0,13138.0,12440.0,1.0161759152445031,25170.83864740649,2020
104,서울특별시,중랑구,묵1동,1107064,1126062000,35399.0,14974.0,17145.0,18254.0,1.2374851804090783,28605.595089468523,2020
105,서울특별시,중랑구,묵2동,1107065,1126063000,19428.0,9340.0,9565.0,9863.0,0.6686907558117486,29053.788812162697,2020
106,서울특별시,중랑구,망우본동,1107073,1126065500,30431.0,15093.0,15294.0,15137.0,2.945831543956253,10330.190150361128,2020
107,서울특별시,중랑구,망우3동,1107068,1126066000,17127.0,8441.0,8597.0,8530.0,0.9618185318007928,17806.893331461888,2020
108,서울특별시,중랑구,신내1동,1107069,1126068000,39681.0,14818.0,19317.0,20364.0,2.6049366339992943,15233.000097618018,2020
109,서울특별시,중랑구,신내2동,1107070,1126069000,21214.0,9084.0,10111.0,11103.0,0.9105799236392346,23297.241076012167,2020
110,서울특별시,성북구,성북동,1108081,1129052500,16868.0,8254.0,7869.0,8999.0,2.8777499236282407,5861.523915439108,2020
111,서울특별시,성북구,삼선동,1108082,1129055500,23580.0,11719.0,11238.0,12342.0,0.9255283519520429,25477.33945725935,2020
112,서울특별시,성북구,동선동,1108083,1129057500,15610.0,9366.0,6549.0,9061.0,0.7242363133531474,21553.738347815146,2020
113,서울특별시,성북구,돈암1동,1108058,1129058000,15292.0,6240.0,7148.0,8144.0,0.488528381235616,31302.173194774343,2020
114,서울특별시,성북구,돈암2동,1108059,1129059000,24589.0,8731.0,11691.0,12898.0,0.5181171722997139,47458.376820168516,2020
115,서울특별시,성북구,안암동,1108060,1129060000,15093.0,9326.0,7610.0,7483.0,1.3785263863614594,10948.647881769677,2020
116,서울특별시,성북구,보문동,1108061,1129061000,15768.0,7841.0,7616.0,8152.0,0.5525883892739596,28534.80150156144,2020
117,서울특별시,성북구,정릉1동,1108062,1129062000,18677.0,7498.0,9008.0,9669.0,0.4120540088841707,45326.582431698036,2020
118,서울특별시,성북구,정릉2동,1108063,1129063000,23501.0,9883.0,11371.0,12130.0,1.0940644853337895,21480.452308832646,2020
119,서울특별시,성북구,정릉3동,1108064,1129064000,15541.0,8022.0,7693.0,7848.0,3.324627606892961,4674.508497667165,2020
120,서울특별시,성북구,정릉4동,1108065,1129065000,25609.0,10993.0,12380.0,13229.0,3.568232306668508,7176.943034830018,2020
121,서울특별시,성북구,길음1동,1108066,1129066000,36402.0,12802.0,17323.0,19079.0,0.7967074690396622,45690.546925433446,2020
122,서울특별시,성북구,길음2동,1108068,1129068500,17051.0,7126.0,8252.0,8799.0,0.5875565427861865,29020.185732498783,2020
123,서울특별시,성북구,종암동,1108084,1129070500,39786.0,17448.0,19594.0,20192.0,1.403462327062161,28348.46310643993,2020
124,서울특별시,성북구,월곡1동,1108071,1129071500,26918.0,10912.0,13022.0,13896.0,0.8011485144280776,33599.26345144155,2020
125,서울특별시,성북구,월곡2동,1108072,1129072500,19928.0,9619.0,9586.0,10342.0,1.3638626449979614,14611.442048865403,2020
126,서울특별시,성북구,장위1동,1108076,1129076000,20268.0,9190.0,9872.0,10396.0,0.7080071911748279,28626.827880615736,2020
127,서울특별시,성북구,장위2동,1108077,1129077000,13867.0,6609.0,6863.0,7004.0,0.6793757959912416,20411.38362865487,2020
128,서울특별시,성북구,장위3동,1108078,1129078000,17200.0,7094.0,8510.0,8690.0,0.6521037834480304,26376.169616827192,2020
129,서울특별시,성북구,석관동,1108085,1129081000,35605.0,16723.0,17615.0,17990.0,1.703758674249059,20897.912678679742,2020
130,서울특별시,강북구,삼양동,1109069,1130553400,24555.0,11384.0,12239.0,12316.0,0.9233943216593131,26592.10634507192,2020
131,서울특별시,강북구,미아동,1109070,1130553500,22213.0,11778.0,10698.0,11515.0,0.8405677338089352,26426.186857475917,2020
132,서울특별시,강북구,송중동,1109071,1130554500,30353.0,14076.0,14596.0,15757.0,1.0749799840749479,28235.87457409233,2020
133,서울특별시,강북구,송천동,1109072,1130555500,27439.0,13787.0,13633.0,13806.0,0.9292093075050571,29529.40718348397,2020
134,서울특별시,강북구,삼각산동,1109073,1130557500,31993.0,11741.0,15393.0,16600.0,0.6214413168800974,51481.93261532499,2020
135,서울특별시,강북구,번1동,1109060,1130559500,19059.0,10483.0,9574.0,9485.0,0.6265606522088667,30418.443821535413,2020
136,서울특별시,강북구,번2동,1109061,1130560300,16435.0,7663.0,7976.0,8459.0,0.973558511626176,16881.368509169442,2020
137,서울특별시,강북구,번3동,1109062,1130560800,17540.0,7575.0,8256.0,9284.0,1.0803548515132109,16235.40633471716,2020
138,서울특별시,강북구,수유1동,1109063,1130561500,21219.0,10455.0,10511.0,10708.0,1.6487187929147706,12869.993410147841,2020
139,서울특별시,강북구,수유2동,1109064,1130562500,21460.0,9728.0,10277.0,11183.0,0.5811770292871202,36925.06571762331,2020
140,서울특별시,강북구,수유3동,1109065,1130563500,23531.0,13011.0,11654.0,11877.0,0.7450809525689095,31581.803183760378,2020
141,서울특별시,강북구,우이동,1109074,1130564500,20939.0,9644.0,10198.0,10741.0,10.57979015684498,1979.1507855619188,2020
142,서울특별시,강북구,인수동,1109075,1130566000,31319.0,14571.0,15138.0,16181.0,2.995754950509697,10454.459899889807,2020
143,서울특별시,도봉구,창1동,1110059,1132051100,25241.0,10880.0,12032.0,13209.0,1.1213180350173442,22510.11685512539,2020
144,서울특별시,도봉구,창2동,1110060,1132051200,29643.0,12460.0,14478.0,15165.0,0.6539453199281435,45329.47801087898,2020
145,서울특별시,도봉구,창3동,1110061,1132051300,14310.0,6656.0,7129.0,7181.0,0.6549872585617507,21847.75323938746,2020
146,서울특별시,도봉구,창4동,1110062,1132051400,27195.0,10754.0,13074.0,14121.0,1.1393032660641895,23869.851698000668,2020
147,서울특별시,도봉구,창5동,1110063,1132051500,25198.0,10266.0,12118.0,13080.0,0.7009467875194185,35948.52055627965,2020
148,서울특별시,도봉구,도봉1동,1110064,1132052100,21660.0,10434.0,10956.0,10704.0,8.44506921686247,2564.810239417691,2020
149,서울특별시,도봉구,도봉2동,1110065,1132052200,27785.0,12117.0,13591.0,14194.0,1.1181792149436323,24848.43183335388,2020
150,서울특별시,도봉구,쌍문1동,1110051,1132066000,21790.0,9439.0,10497.0,11293.0,1.1748855608774262,18546.487186145026,2020
151,서울특별시,도봉구,쌍문2동,1110052,1132067000,19246.0,8672.0,9263.0,9983.0,0.5407818048789074,35589.215144377114,2020
152,서울특별시,도봉구,쌍문3동,1110053,1132068000,16769.0,7905.0,8139.0,8630.0,0.504422929437893,33243.928896504854,2020
153,서울특별시,도봉구,쌍문4동,1110054,1132068100,19262.0,7203.0,9090.0,10172.0,0.5544470182313211,34740.920893479655,2020
154,서울특별시,도봉구,방학1동,1110055,1132069000,28975.0,12740.0,14416.0,14559.0,1.0400655396761156,27858.82129026507,2020
155,서울특별시,도봉구,방학2동,1110056,1132070000,20282.0,9515.0,10249.0,10033.0,1.0919856077729766,18573.50486639071,2020
156,서울특별시,도봉구,방학3동,1110057,1132071000,27901.0,10073.0,13588.0,14313.0,1.9495498098477626,14311.50917974173,2020
157,서울특별시,노원구,월계1동,1111051,1135056000,22446.0,10461.0,11553.0,10893.0,1.1066155348416828,20283.46728677654,2020
158,서울특별시,노원구,월계2동,1111052,1135057000,27472.0,12069.0,13248.0,14224.0,2.003257451827491,13713.66419974547,2020
159,서울특별시,노원구,월계3동,1111053,1135058000,30605.0,13016.0,14667.0,15938.0,1.167390388097571,26216.594133411712,2020
160,서울특별시,노원구,공릉1동,1111079,1135059500,37680.0,18293.0,18322.0,19358.0,1.262293205803683,29850.43397742897,2020
161,서울특별시,노원구,공릉2동,1111056,1135060000,39760.0,16497.0,19382.0,20378.0,6.978055842589889,5697.862111869138,2020
162,서울특별시,노원구,하계1동,1111058,1135061100,27471.0,11661.0,13228.0,14243.0,1.5258908287194026,18003.25389140383,2020
163,서울특별시,노원구,하계2동,1111059,1135061200,22665.0,8307.0,10802.0,11863.0,0.4996410793446923,45362.5631217642,2020
164,서울특별시,노원구,중계본동,1111060,1135061900,24880.0,8657.0,12196.0,12684.0,2.1815563382782117,11404.702030127943,2020
165,서울특별시,노원구,중계1동,1111061,1135062100,27465.0,9068.0,13366.0,14099.0,0.6229729598429183,44086.98574481508,2020
166,서울특별시,노원구,중계4동,1111064,1135062400,20695.0,8478.0,9998.0,10697.0,1.5181047984486806,13632.12870491404,2020
167,서울특별시,노원구,중계2·3동,1111078,1135062500,35446.0,15411.0,16340.0,19106.0,0.9183804956778681,38596.20295380605,2020
168,서울특별시,노원구,상계1동,1111065,1135063000,39044.0,15648.0,18964.0,20080.0,5.398483701442674,7232.401199908411,2020
169,서울특별시,노원구,상계2동,1111066,1135064000,20535.0,8791.0,10149.0,10386.0,0.6226489470831426,32980.06058823055,2020
170,서울특별시,노원구,상계3·4동,1111076,1135066500,27076.0,12229.0,13465.0,13611.0,5.207882552876358,5199.041976291438,2020
171,서울특별시,노원구,상계5동,1111069,1135067000,24667.0,11019.0,11983.0,12684.0,0.9061968807128812,27220.354125027578,2020
172,서울특별시,노원구,상계6·7동,1111077,1135069500,33509.0,13938.0,15559.0,17950.0,1.449188086713214,23122.602447001234,2020
173,서울특별시,노원구,상계8동,1111072,1135070000,22914.0,9168.0,11010.0,11904.0,0.6658402223762296,34413.661461041265,2020
174,서울특별시,노원구,상계9동,1111073,1135071000,21136.0,8425.0,10042.0,11094.0,0.7188956152789101,29400.652265489003,2020
175,서울특별시,노원구,상계10동,1111074,1135072000,17571.0,7134.0,8109.0,9462.0,0.8085968881863871,21730.234504624714,2020
176,서울특별시,은평구,녹번동,1112051,1138051000,37396.0,17494.0,17820.0,19576.0,1.7928884896756663,20857.962006753103,2020
177,서울특별시,은평구,불광1동,1112052,1138052000,39733.0,17977.0,18811.0,20922.0,3.1226140232899326,12724.275143726534,2020
178,서울특별시,은평구,불광2동,1112072,1138053000,28441.0,13962.0,13804.0,14637.0,1.3950583164334636,20386.961365680283,2020
179,서울특별시,은평구,갈현1동,1112055,1138055100,23167.0,11163.0,11288.0,11879.0,0.9603643933501771,24123.135093735855,2020
180,서울특별시,은평구,갈현2동,1112056,1138055200,28885.0,12656.0,13681.0,15204.0,0.9844411137347722,29341.52139422144,2020
181,서울특별시,은평구,구산동,1112057,1138056000,32749.0,13402.0,16282.0,16467.0,1.38875476381336,23581.557272268168,2020
182,서울특별시,은평구,대조동,1112058,1138057000,27240.0,14324.0,12700.0,14540.0,0.851064693343989,32006.96752319621,2020
183,서울특별시,은평구,응암1동,1112059,1138058000,30963.0,14077.0,14695.0,16268.0,1.1090438322661775,27918.64406002006,2020
184,서울특별시,은평구,응암2동,1112060,1138059000,27569.0,11008.0,13399.0,14170.0,0.7546903191256611,36530.21550871328,2020
185,서울특별시,은평구,응암3동,1112073,1138060000,25218.0,12770.0,12320.0,12898.0,0.7522187382592946,33524.8229236576,2020
186,서울특별시,은평구,역촌동,1112074,1138062500,46556.0,20859.0,22002.0,24554.0,1.1566908216800798,40249.30355406293,2020
187,서울특별시,은평구,신사1동,1112065,1138063100,27547.0,11846.0,13310.0,14237.0,0.8077200252016573,34104.63915776082,2020
188,서울특별시,은평구,신사2동,1112066,1138063200,20805.0,9049.0,10387.0,10418.0,1.04545425962958,19900.440223345133,2020
189,서울특별시,은평구,증산동,1112067,1138064000,15355.0,6897.0,7486.0,7869.0,0.8068167730319097,19031.582526845545,2020
190,서울특별시,은평구,수색동,1112068,1138065000,11189.0,4785.0,5529.0,5660.0,1.2893136798000497,8678.260515885646,2020
191,서울특별시,은평구,진관동,1112071,1138069000,57022.0,21645.0,26765.0,30257.0,11.556551252494806,4934.170995667086,2020
192,서울특별시,서대문구,천연동,1113052,1141052000,17784.0,8048.0,8434.0,9350.0,0.9820858037141269,18108.397385180717,2020
193,서울특별시,서대문구,북아현동,1113074,1141055500,16637.0,7471.0,7943.0,8694.0,0.4586034638495895,36277.5279984726,2020
194,서울특별시,서대문구,충현동,1113073,1141056500,20807.0,10414.0,10016.0,10791.0,1.1151712625637324,18658.1206837823,2020
195,서울특별시,서대문구,신촌동,1113075,1141058500,19264.0,13304.0,8589.0,10675.0,2.718349081065629,7086.65422486808,2020
196,서울특별시,서대문구,연희동,1113076,1141061500,36311.0,18980.0,17448.0,18863.0,2.9270074498747216,12405.50310234234,2020
197,서울특별시,서대문구,홍제1동,1113062,1141062000,24340.0,10512.0,11439.0,12901.0,1.2347163205759537,19713.0301060945,2020
198,서울특별시,서대문구,홍제3동,1113064,1141064000,15819.0,7126.0,7663.0,8156.0,1.1916225998206391,13275.176219703326,2020
199,서울특별시,서대문구,홍제2동,1113065,1141065500,14228.0,5908.0,6773.0,7455.0,0.6994577441065605,20341.471832832267,2020
200,서울특별시,서대문구,홍은1동,1113066,1141066000,23013.0,9759.0,11118.0,11895.0,1.613942233829035,14258.874647206096,2020
201,서울특별시,서대문구,홍은2동,1113068,1141068500,26992.0,12335.0,13038.0,13954.0,2.0735513296410577,13017.280842848704,2020
202,서울특별시,서대문구,남가좌1동,1113069,1141069000,15894.0,5891.0,7651.0,8243.0,0.4751864455983406,33447.92375124831,2020
203,서울특별시,서대문구,남가좌2동,1113070,1141070000,30054.0,13316.0,14496.0,15558.0,0.7832205066193683,38372.335435550245,2020
204,서울특별시,서대문구,북가좌1동,1113071,1141071000,18440.0,6991.0,8895.0,9545.0,0.5775550412686232,31927.69291649812,2020
205,서울특별시,서대문구,북가좌2동,1113072,1141072000,32590.0,14783.0,15857.0,16733.0,0.8242370783083143,39539.59468420005,2020
206,서울특별시,마포구,아현동,1114078,1144055500,25749.0,10624.0,12056.0,13693.0,0.7437827088931072,34618.98171620513,2020
207,서울특별시,마포구,공덕동,1114077,1144056500,38101.0,18706.0,17981.0,20120.0,1.018439427952747,37411.159617602505,2020
208,서울특별시,마포구,도화동,1114075,1144058500,21753.0,9540.0,10452.0,11301.0,0.6245544931730391,34829.626938530586,2020
